satellite_id,mission_id,satellite_name,country,operator,purpose,launch_date,year,quarter,orbit_type,mass_kg,status
SAT-0022779,MSN-0024309,CH-SAT-022779,China,CASIC,Space Exploration,1978-06-23,1978,2,GTO,491.4,Operational
SAT-0022780,MSN-0024310,OT-SAT-022780,Other,Unknown Agency,Earth Observation,2006-11-05,2006,4,SSO,1676.0,Partially Operational
SAT-0022781,MSN-0024311,IN-SAT-022781,India,ISRO,Communications,2014-08-25,2014,3,HEO,7402.9,Failed
SAT-0022782,MSN-0024312,UK-SAT-022782,UK,UKSA,Earth Observation,2000-03-26,2000,1,GEO,6220.7,Operational
SAT-0022783,MSN-0024313,OT-SAT-022783,Other,Unknown Agency,Communications,2020-12-22,2020,4,SSO,1948.6,Retired
SAT-0022784,MSN-0024315,US-SAT-022784,USA,Rocket Lab,Earth Observation,2005-11-03,2005,4,LEO,4716.4,Operational
SAT-0022785,MSN-0024316,IN-SAT-022785,India,ISRO,Communications,1993-08-12,1993,3,GEO,828.6,Operational
SAT-0022786,MSN-0024317,RU-SAT-022786,Russia,ISS-Reshetnev,Scientific Research,1998-02-18,1998,1,LEO,723.5,Operational
SAT-0022787,MSN-0024319,US-SAT-022787,USA,Boeing,Earth Observation,1985-10-10,1985,4,LEO,3697.4,Operational
SAT-0022788,MSN-0024321,US-SAT-022788,USA,ULA,Communications,2020-07-06,2020,3,LEO,1992.3,Operational
SAT-0022789,MSN-0024322,US-SAT-022789,USA,NASA,Scientific Research,2007-02-23,2007,1,SSO,4340.3,Operational
SAT-0022790,MSN-0024323,ES-SAT-022790,ESA,Arianespace,Communications,1966-06-07,1966,2,LEO,1308.7,Operational
SAT-0022791,MSN-0024324,CH-SAT-022791,China,CASIC,Scientific Research,2005-07-01,2005,3,LEO,1564.4,Partially Operational
SAT-0022792,MSN-0024324,CH-SAT-022792,China,CASIC,Navigation,2005-07-01,2005,3,LEO,1996.1,Failed
SAT-0022793,MSN-0024325,RU-SAT-022793,Russia,Roscosmos,Communications,2020-01-25,2020,1,SSO,4097.2,Operational
SAT-0022794,MSN-0024326,US-SAT-022794,USA,Boeing,Communications,2012-04-28,2012,2,LEO,1035.7,Operational
SAT-0022795,MSN-0024327,ES-SAT-022795,ESA,ESA,Communications,1973-12-11,1973,4,LEO,5160.9,Operational
SAT-0022796,MSN-0024328,CH-SAT-022796,China,CNSA,Military,1993-03-17,1993,1,SSO,1068.6,Operational
SAT-0022797,MSN-0024330,US-SAT-022797,USA,Rocket Lab,Weather Monitoring,2006-12-24,2006,4,GEO,2575.8,Retired
SAT-0022798,MSN-0024331,BR-SAT-022798,Brazil,AEB,Communications,2016-07-24,2016,3,LEO,2863.3,Retired
SAT-0022799,MSN-0024332,RU-SAT-022799,Russia,ISS-Reshetnev,Earth Observation,2011-01-23,2011,1,GTO,3802.3,Failed
SAT-0022800,MSN-0024333,US-SAT-022800,USA,SpaceX,Earth Observation,1995-11-07,1995,4,MEO,9189.0,Operational
SAT-0022801,MSN-0024334,RU-SAT-022801,Russia,ISS-Reshetnev,Scientific Research,2017-11-22,2017,4,LEO,1793.7,Retired
SAT-0022802,MSN-0024335,ES-SAT-022802,ESA,ESA,Navigation,1997-04-12,1997,2,MEO,1607.8,Retired
SAT-0022803,MSN-0024336,ES-SAT-022803,ESA,ESA,Earth Observation,2004-05-12,2004,2,GEO,1655.4,Failed
SAT-0022804,MSN-0024337,CH-SAT-022804,China,CNSA,Communications,2007-02-09,2007,1,MEO,20749.6,Operational
SAT-0022805,MSN-0024338,US-SAT-022805,USA,ULA,Navigation,1990-04-10,1990,2,GEO,2735.0,Operational
SAT-0022806,MSN-0024339,FR-SAT-022806,France,CNES,Communications,2009-04-23,2009,2,MEO,406.6,Retired
SAT-0022807,MSN-0024342,US-SAT-022807,USA,ULA,Navigation,2002-09-12,2002,3,LEO,1534.4,Operational
SAT-0022808,MSN-0024343,US-SAT-022808,USA,Northrop Grumman,Navigation,1998-08-19,1998,3,LEO,1285.4,Retired
SAT-0022809,MSN-0024344,US-SAT-022809,USA,Rocket Lab,Military,2011-06-02,2011,2,LEO,1106.3,Operational
SAT-0022810,MSN-0024345,US-SAT-022810,USA,Northrop Grumman,Communications,1976-12-01,1976,4,SSO,2661.5,Operational
SAT-0022811,MSN-0024346,JA-SAT-022811,Japan,MHI,Weather Monitoring,1976-05-16,1976,2,LEO,3808.0,In Testing
SAT-0022812,MSN-0024346,JA-SAT-022812,Japan,MHI,Scientific Research,1976-05-16,1976,2,LEO,2572.9,Retired
SAT-0022813,MSN-0024347,CH-SAT-022813,China,CNSA,Communications,2020-01-27,2020,1,SSO,984.0,Operational
SAT-0022814,MSN-0024348,US-SAT-022814,USA,SpaceX,Scientific Research,1968-06-26,1968,2,LEO,2576.4,Operational
SAT-0022815,MSN-0024349,ES-SAT-022815,ESA,ESA,Military,2020-09-22,2020,3,SSO,1654.8,Operational
SAT-0022816,MSN-0024350,US-SAT-022816,USA,ULA,Earth Observation,1987-01-08,1987,1,GEO,473.6,Retired
SAT-0022817,MSN-0024352,US-SAT-022817,USA,Northrop Grumman,Communications,2021-04-08,2021,2,MEO,7787.3,Retired
SAT-0022818,MSN-0024354,US-SAT-022818,USA,Northrop Grumman,Technology Testing,2011-02-20,2011,1,Heliocentric,275.4,In Testing
SAT-0022819,MSN-0024356,RU-SAT-022819,Russia,Roscosmos,Communications,2018-01-08,2018,1,GEO,158.3,Operational
SAT-0022820,MSN-0024356,RU-SAT-022820,Russia,Roscosmos,Communications,2018-01-08,2018,1,GEO,562.9,Operational
SAT-0022821,MSN-0024356,RU-SAT-022821,Russia,Roscosmos,Scientific Research,2018-01-08,2018,1,GEO,667.6,Operational
SAT-0022822,MSN-0024356,RU-SAT-022822,Russia,Roscosmos,Weather Monitoring,2018-01-08,2018,1,GEO,874.2,Operational
SAT-0022823,MSN-0024356,RU-SAT-022823,Russia,Roscosmos,Military,2018-01-08,2018,1,GEO,284.4,Retired
SAT-0022824,MSN-0024356,RU-SAT-022824,Russia,Roscosmos,Communications,2018-01-08,2018,1,GEO,526.6,Operational
SAT-0022825,MSN-0024356,RU-SAT-022825,Russia,Roscosmos,Earth Observation,2018-01-08,2018,1,GEO,484.8,Failed
SAT-0022826,MSN-0024356,RU-SAT-022826,Russia,Roscosmos,Communications,2018-01-08,2018,1,GEO,246.8,Operational
SAT-0022827,MSN-0024359,CH-SAT-022827,China,GALACTIC ENERGY,Earth Observation,1990-02-14,1990,1,LEO,2735.5,Operational
SAT-0022828,MSN-0024360,RU-SAT-022828,Russia,ISS-Reshetnev,Scientific Research,2003-04-18,2003,2,HEO,2512.4,Operational
SAT-0022829,MSN-0024362,ES-SAT-022829,ESA,ESA,Communications,2014-09-10,2014,3,GEO,851.2,Operational
SAT-0022830,MSN-0024363,RU-SAT-022830,Russia,ISS-Reshetnev,Scientific Research,2016-12-25,2016,4,LEO,77.1,Retired
SAT-0022831,MSN-0024364,RU-SAT-022831,Russia,Roscosmos,Communications,2012-11-09,2012,4,SSO,2621.1,In Testing
SAT-0022832,MSN-0024366,ES-SAT-022832,ESA,Arianespace,Weather Monitoring,1996-11-15,1996,4,GEO,83.2,Operational
SAT-0022833,MSN-0024368,OT-SAT-022833,Other,Unknown Agency,Military,1990-07-02,1990,3,GEO,4933.9,Retired
SAT-0022834,MSN-0024369,US-SAT-022834,USA,Boeing,Earth Observation,1985-12-05,1985,4,GTO,28585.3,Operational
SAT-0022835,MSN-0024370,US-SAT-022835,USA,Northrop Grumman,Communications,1974-02-09,1974,1,SSO,9999.4,Failed
SAT-0022836,MSN-0024371,JA-SAT-022836,Japan,MHI,Earth Observation,2018-03-03,2018,1,LEO,436.3,Failed
SAT-0022837,MSN-0024373,US-SAT-022837,USA,SpaceX,Earth Observation,1991-12-01,1991,4,LEO,2296.3,Retired
SAT-0022838,MSN-0024374,US-SAT-022838,USA,NASA,Weather Monitoring,2010-05-09,2010,2,GEO,1513.5,Retired
SAT-0022839,MSN-0024375,US-SAT-022839,USA,Northrop Grumman,Earth Observation,2010-01-22,2010,1,GEO,455.2,Retired
SAT-0022840,MSN-0024376,JA-SAT-022840,Japan,JAXA,Navigation,2015-11-14,2015,4,HEO,3488.2,Retired
SAT-0022841,MSN-0024377,RU-SAT-022841,Russia,Roscosmos,Earth Observation,2017-09-01,2017,3,GEO,3279.1,Operational
SAT-0022842,MSN-0024378,US-SAT-022842,USA,NASA,Communications,2022-08-16,2022,3,LEO,6481.9,Operational
SAT-0022843,MSN-0024380,CH-SAT-022843,China,CASIC,Communications,1963-04-01,1963,2,GEO,49.7,Operational
SAT-0022844,MSN-0024385,US-SAT-022844,USA,Rocket Lab,Communications,2009-08-14,2009,3,SSO,1082.0,Operational
SAT-0022845,MSN-0024386,RU-SAT-022845,Russia,ISS-Reshetnev,Navigation,1996-05-26,1996,2,GEO,1209.0,Partially Operational
SAT-0022846,MSN-0024387,ES-SAT-022846,ESA,ESA,Communications,1992-11-08,1992,4,LEO,871.3,Operational
SAT-0022847,MSN-0024388,RU-SAT-022847,Russia,ISS-Reshetnev,Technology Testing,2003-12-05,2003,4,LEO,436.8,Operational
SAT-0022848,MSN-0024389,SO-SAT-022848,South Korea,KARI,Communications,1995-08-05,1995,3,SSO,4944.8,Operational
SAT-0022849,MSN-0024390,RU-SAT-022849,Russia,Roscosmos,Communications,2009-08-21,2009,3,SSO,2767.1,Retired
SAT-0022850,MSN-0024391,RU-SAT-022850,Russia,Roscosmos,Communications,1991-01-16,1991,1,HEO,6581.2,Retired
SAT-0022851,MSN-0024392,ES-SAT-022851,ESA,ESA,Earth Observation,1975-04-28,1975,2,SSO,478.3,Retired
SAT-0022852,MSN-0024394,CH-SAT-022852,China,CASIC,Technology Testing,2015-12-23,2015,4,LEO,3598.7,Operational
SAT-0022853,MSN-0024395,CH-SAT-022853,China,CASC,Military,2013-02-08,2013,1,LEO,2046.9,Operational
SAT-0022854,MSN-0024397,IT-SAT-022854,Italy,ASI,Communications,2010-08-07,2010,3,LEO,1671.3,Retired
SAT-0022855,MSN-0024398,IN-SAT-022855,India,ISRO,Weather Monitoring,2005-02-08,2005,1,LEO,861.4,Operational
SAT-0022856,MSN-0024400,CH-SAT-022856,China,CNSA,Communications,2010-08-12,2010,3,LEO,545.5,Operational
SAT-0022857,MSN-0024401,US-SAT-022857,USA,Rocket Lab,Navigation,1987-05-04,1987,2,Heliocentric,3341.5,Operational
SAT-0022858,MSN-0024402,GE-SAT-022858,Germany,DLR,Weather Monitoring,2019-08-10,2019,3,GEO,6806.1,Operational
SAT-0022859,MSN-0024403,ES-SAT-022859,ESA,Arianespace,Communications,1974-10-25,1974,4,GTO,1092.5,Operational
SAT-0022860,MSN-0024404,RU-SAT-022860,Russia,ISS-Reshetnev,Military,1976-12-02,1976,4,LEO,378.6,Operational
SAT-0022861,MSN-0024405,CH-SAT-022861,China,CASC,Communications,2001-06-04,2001,2,GEO,33421.6,Operational
SAT-0022862,MSN-0024406,US-SAT-022862,USA,SpaceX,Communications,2017-01-14,2017,1,GEO,1151.4,Operational
SAT-0022863,MSN-0024407,ES-SAT-022863,ESA,ESA,Navigation,1984-03-03,1984,1,LEO,2251.0,Partially Operational
SAT-0022864,MSN-0024408,UK-SAT-022864,UK,OneWeb,Scientific Research,1992-07-20,1992,3,LEO,1563.7,Operational
SAT-0022865,MSN-0024409,ES-SAT-022865,ESA,Arianespace,Earth Observation,2023-11-22,2023,4,LEO,3441.6,Operational
SAT-0022866,MSN-0024410,RU-SAT-022866,Russia,Roscosmos,Scientific Research,2002-09-23,2002,3,GTO,2906.4,Retired
SAT-0022867,MSN-0024411,US-SAT-022867,USA,ULA,Communications,1976-01-05,1976,1,MEO,2504.3,Operational
SAT-0022868,MSN-0024412,US-SAT-022868,USA,Rocket Lab,Earth Observation,2017-10-28,2017,4,Heliocentric,4193.4,Operational
SAT-0022869,MSN-0024413,OT-SAT-022869,Other,Unknown Agency,Earth Observation,2015-01-19,2015,1,LEO,6947.8,Retired
SAT-0022870,MSN-0024414,RU-SAT-022870,Russia,ISS-Reshetnev,Earth Observation,1997-11-27,1997,4,MEO,387.7,Operational
SAT-0022871,MSN-0024415,RU-SAT-022871,Russia,Roscosmos,Weather Monitoring,1986-05-13,1986,2,HEO,3995.1,Retired
SAT-0022872,MSN-0024416,US-SAT-022872,USA,SpaceX,Technology Testing,2009-03-05,2009,1,LEO,1662.4,Operational
SAT-0022873,MSN-0024418,IN-SAT-022873,India,ISRO,Communications,2012-11-15,2012,4,GEO,1879.0,Operational
SAT-0022874,MSN-0024420,RU-SAT-022874,Russia,ISS-Reshetnev,Communications,2001-11-08,2001,4,MEO,1932.2,Operational
SAT-0022875,MSN-0024421,US-SAT-022875,USA,Northrop Grumman,Navigation,2001-09-12,2001,3,LEO,1685.5,Operational
SAT-0022876,MSN-0024422,US-SAT-022876,USA,NASA,Communications,1992-04-03,1992,2,LEO,2282.3,Retired
SAT-0022877,MSN-0024423,US-SAT-022877,USA,ULA,Earth Observation,2004-05-05,2004,2,GEO,570.5,Operational
SAT-0022878,MSN-0024424,US-SAT-022878,USA,NASA,Earth Observation,1979-04-14,1979,2,GEO,408.9,Retired
SAT-0022879,MSN-0024425,US-SAT-022879,USA,Northrop Grumman,Space Exploration,2009-07-03,2009,3,GEO,2152.6,Operational
SAT-0022880,MSN-0024426,CH-SAT-022880,China,CASC,Scientific Research,2010-03-05,2010,1,LEO,2585.9,Retired
SAT-0022881,MSN-0024427,CH-SAT-022881,China,CASIC,Space Exploration,2024-11-12,2024,4,LEO,833.0,Failed
SAT-0022882,MSN-0024428,JA-SAT-022882,Japan,MHI,Communications,1977-06-27,1977,2,LEO,16517.9,Retired
SAT-0022883,MSN-0024429,US-SAT-022883,USA,Boeing,Military,2018-07-21,2018,3,SSO,2958.8,Operational
SAT-0022884,MSN-0024430,FR-SAT-022884,France,CNES,Scientific Research,1990-06-28,1990,2,SSO,2184.8,Operational
SAT-0022885,MSN-0024431,CH-SAT-022885,China,GALACTIC ENERGY,Scientific Research,1961-02-09,1961,1,LEO,4877.9,Retired
SAT-0022886,MSN-0024433,ES-SAT-022886,ESA,ESA,Space Exploration,2018-02-17,2018,1,LEO,1254.4,Retired
SAT-0022887,MSN-0024434,RU-SAT-022887,Russia,ISS-Reshetnev,Navigation,2024-04-05,2024,2,GEO,778.5,Operational
SAT-0022888,MSN-0024436,IN-SAT-022888,India,ISRO,Earth Observation,1990-02-21,1990,1,LEO,1426.4,Operational
SAT-0022889,MSN-0024438,CH-SAT-022889,China,GALACTIC ENERGY,Communications,1980-08-01,1980,3,GEO,2502.7,Operational
SAT-0022890,MSN-0024441,RU-SAT-022890,Russia,ISS-Reshetnev,Navigation,2014-04-06,2014,2,GEO,1204.5,Operational
SAT-0022891,MSN-0024442,CH-SAT-022891,China,CNSA,Earth Observation,1979-07-26,1979,3,GTO,2335.5,Operational
SAT-0022892,MSN-0024444,OT-SAT-022892,Other,Unknown Agency,Earth Observation,2017-06-01,2017,2,Heliocentric,1497.2,Retired
SAT-0022893,MSN-0024445,FR-SAT-022893,France,Arianespace,Communications,2004-10-28,2004,4,LEO,2261.5,Operational
SAT-0022894,MSN-0024446,US-SAT-022894,USA,Northrop Grumman,Earth Observation,2022-02-18,2022,1,GTO,2956.8,Retired
SAT-0022895,MSN-0024448,IN-SAT-022895,India,ISRO,Earth Observation,1963-02-22,1963,1,LEO,8897.2,Operational
SAT-0022896,MSN-0024449,JA-SAT-022896,Japan,MHI,Navigation,2009-06-12,2009,2,LEO,3178.3,Retired
SAT-0022897,MSN-0024450,OT-SAT-022897,Other,Unknown Agency,Earth Observation,1993-06-14,1993,2,LEO,4073.4,Failed
SAT-0022898,MSN-0024451,GE-SAT-022898,Germany,DLR,Communications,2001-07-18,2001,3,GEO,3162.7,Operational
SAT-0022899,MSN-0024452,SO-SAT-022899,South Korea,KARI,Earth Observation,2023-10-22,2023,4,LEO,791.0,Operational
SAT-0022900,MSN-0024453,JA-SAT-022900,Japan,MHI,Earth Observation,2005-11-02,2005,4,GEO,1340.8,In Testing
SAT-0022901,MSN-0024454,ES-SAT-022901,ESA,ESA,Communications,1968-01-16,1968,1,LEO,1438.2,Operational
SAT-0022902,MSN-0024457,RU-SAT-022902,Russia,ISS-Reshetnev,Technology Testing,1967-02-08,1967,1,LEO,3955.8,Operational
SAT-0022903,MSN-0024458,RU-SAT-022903,Russia,Roscosmos,Communications,2020-04-26,2020,2,LEO,6020.1,Retired
SAT-0022904,MSN-0024459,CH-SAT-022904,China,CNSA,Space Exploration,2012-07-16,2012,3,SSO,1439.8,Retired
SAT-0022905,MSN-0024460,RU-SAT-022905,Russia,ISS-Reshetnev,Communications,2000-01-21,2000,1,LEO,2088.0,Operational
SAT-0022906,MSN-0024462,RU-SAT-022906,Russia,ISS-Reshetnev,Communications,2023-03-23,2023,1,GTO,3607.5,Operational
SAT-0022907,MSN-0024463,RU-SAT-022907,Russia,ISS-Reshetnev,Technology Testing,2022-04-20,2022,2,GEO,1009.8,Operational
SAT-0022908,MSN-0024464,CH-SAT-022908,China,CASIC,Navigation,2008-02-21,2008,1,GEO,926.8,Failed
SAT-0022909,MSN-0024466,UK-SAT-022909,UK,OneWeb,Navigation,2007-02-04,2007,1,GEO,896.5,Operational
SAT-0022910,MSN-0024467,US-SAT-022910,USA,NASA,Communications,1976-07-01,1976,3,LEO,3396.0,Operational
SAT-0022911,MSN-0024468,IN-SAT-022911,India,ISRO,Space Exploration,2022-01-26,2022,1,LEO,286.1,Operational
SAT-0022912,MSN-0024469,IN-SAT-022912,India,ISRO,Communications,1983-04-08,1983,2,LEO,2575.9,Operational
SAT-0022913,MSN-0024470,ES-SAT-022913,ESA,ESA,Weather Monitoring,1985-01-20,1985,1,LEO,800.3,Retired
SAT-0022914,MSN-0024473,US-SAT-022914,USA,NASA,Weather Monitoring,2021-06-26,2021,2,LEO,1259.0,Partially Operational
SAT-0022915,MSN-0024474,RU-SAT-022915,Russia,ISS-Reshetnev,Military,1998-10-18,1998,4,LEO,1756.8,Operational
SAT-0022916,MSN-0024475,GE-SAT-022916,Germany,DLR,Communications,1973-04-26,1973,2,LEO,2954.0,Retired
SAT-0022917,MSN-0024477,US-SAT-022917,USA,Northrop Grumman,Scientific Research,2011-07-17,2011,3,GEO,4697.8,Operational
SAT-0022918,MSN-0024479,US-SAT-022918,USA,SpaceX,Scientific Research,2012-03-02,2012,1,LEO,1014.9,Retired
SAT-0022919,MSN-0024480,US-SAT-022919,USA,NASA,Earth Observation,1994-08-15,1994,3,LEO,8494.8,Operational
SAT-0022920,MSN-0024481,RU-SAT-022920,Russia,Roscosmos,Navigation,2020-04-09,2020,2,LEO,568.0,In Testing
SAT-0022921,MSN-0024483,JA-SAT-022921,Japan,JAXA,Military,1972-08-07,1972,3,LEO,1626.2,Partially Operational
SAT-0022922,MSN-0024484,JA-SAT-022922,Japan,MHI,Earth Observation,1990-03-02,1990,1,GEO,3905.8,Operational
SAT-0022923,MSN-0024485,RU-SAT-022923,Russia,ISS-Reshetnev,Military,1977-11-09,1977,4,SSO,6033.4,Operational
SAT-0022924,MSN-0024487,US-SAT-022924,USA,Rocket Lab,Weather Monitoring,2001-10-12,2001,4,GEO,2008.3,Operational
SAT-0022925,MSN-0024488,CH-SAT-022925,China,CASIC,Communications,2019-05-23,2019,2,LEO,4638.4,Retired
SAT-0022926,MSN-0024490,BR-SAT-022926,Brazil,AEB,Weather Monitoring,1997-03-11,1997,1,SSO,2947.9,In Testing
SAT-0022927,MSN-0024491,IN-SAT-022927,India,ISRO,Earth Observation,2002-12-09,2002,4,LEO,1902.0,Partially Operational
SAT-0022928,MSN-0024492,US-SAT-022928,USA,Rocket Lab,Navigation,2020-08-24,2020,3,GEO,3569.0,Partially Operational
SAT-0022929,MSN-0024493,US-SAT-022929,USA,Rocket Lab,Navigation,2015-05-23,2015,2,GEO,773.1,Operational
SAT-0022930,MSN-0024494,CH-SAT-022930,China,GALACTIC ENERGY,Communications,1992-05-28,1992,2,LEO,2422.2,Retired
SAT-0022931,MSN-0024495,IS-SAT-022931,Israel,ISA,Navigation,2013-01-20,2013,1,GTO,370.5,Operational
SAT-0022932,MSN-0024495,IS-SAT-022932,Israel,ISA,Communications,2013-01-20,2013,1,GTO,798.2,Operational
SAT-0022933,MSN-0024495,IS-SAT-022933,Israel,ISA,Earth Observation,2013-01-20,2013,1,GTO,371.5,Failed
SAT-0022934,MSN-0024495,IS-SAT-022934,Israel,ISA,Weather Monitoring,2013-01-20,2013,1,GTO,465.5,Operational
SAT-0022935,MSN-0024496,BR-SAT-022935,Brazil,AEB,Navigation,2013-02-27,2013,1,GEO,38.8,Retired
SAT-0022936,MSN-0024500,US-SAT-022936,USA,NASA,Technology Testing,2016-10-18,2016,4,GEO,223.7,Retired
SAT-0022937,MSN-0024501,ES-SAT-022937,ESA,Arianespace,Communications,2004-06-23,2004,2,LEO,829.8,Operational
SAT-0022938,MSN-0024502,RU-SAT-022938,Russia,ISS-Reshetnev,Communications,2000-08-23,2000,3,GEO,2241.6,Operational
SAT-0022939,MSN-0024503,CH-SAT-022939,China,GALACTIC ENERGY,Communications,2018-12-19,2018,4,LEO,1228.4,Operational
SAT-0022940,MSN-0024504,CH-SAT-022940,China,GALACTIC ENERGY,Earth Observation,2012-02-23,2012,1,GTO,350.5,Operational
SAT-0022941,MSN-0024505,JA-SAT-022941,Japan,JAXA,Earth Observation,2017-10-09,2017,4,LEO,806.9,Retired
SAT-0022942,MSN-0024506,ES-SAT-022942,ESA,Arianespace,Communications,2024-09-26,2024,3,HEO,2191.1,Retired
SAT-0022943,MSN-0024507,RU-SAT-022943,Russia,Roscosmos,Communications,1986-11-20,1986,4,GEO,5445.2,Retired
SAT-0022944,MSN-0024508,JA-SAT-022944,Japan,MHI,Scientific Research,2015-09-28,2015,3,LEO,741.9,Operational
SAT-0022945,MSN-0024509,FR-SAT-022945,France,CNES,Scientific Research,2024-11-20,2024,4,LEO,2963.4,Operational
SAT-0022946,MSN-0024510,CH-SAT-022946,China,CNSA,Communications,2003-07-08,2003,3,LEO,1710.9,Operational
SAT-0022947,MSN-0024511,CH-SAT-022947,China,CASC,Military,2010-04-08,2010,2,SSO,1171.9,Operational
SAT-0022948,MSN-0024511,CH-SAT-022948,China,CASC,Scientific Research,2010-04-08,2010,2,SSO,387.1,Retired
SAT-0022949,MSN-0024511,CH-SAT-022949,China,CASC,Earth Observation,2010-04-08,2010,2,SSO,1611.1,Operational
SAT-0022950,MSN-0024511,CH-SAT-022950,China,CASC,Communications,2010-04-08,2010,2,SSO,1147.7,Operational
SAT-0022951,MSN-0024511,CH-SAT-022951,China,CASC,Earth Observation,2010-04-08,2010,2,SSO,612.5,Operational
SAT-0022952,MSN-0024511,CH-SAT-022952,China,CASC,Earth Observation,2010-04-08,2010,2,SSO,540.3,Retired
SAT-0022953,MSN-0024511,CH-SAT-022953,China,CASC,Communications,2010-04-08,2010,2,SSO,484.5,Retired
SAT-0022954,MSN-0024512,JA-SAT-022954,Japan,JAXA,Scientific Research,1977-11-26,1977,4,LEO,3631.5,Retired
SAT-0022955,MSN-0024513,RU-SAT-022955,Russia,Roscosmos,Weather Monitoring,2004-03-15,2004,1,GEO,71.9,Retired
SAT-0022956,MSN-0024514,US-SAT-022956,USA,NASA,Communications,1990-08-18,1990,3,LEO,882.9,Operational
SAT-0022957,MSN-0024515,RU-SAT-022957,Russia,ISS-Reshetnev,Weather Monitoring,2001-07-16,2001,3,LEO,162.1,Operational
SAT-0022958,MSN-0024516,CH-SAT-022958,China,CNSA,Earth Observation,2012-01-26,2012,1,GEO,6132.1,Operational
SAT-0022959,MSN-0024517,FR-SAT-022959,France,Arianespace,Earth Observation,2012-06-22,2012,2,LEO,3607.1,Operational
SAT-0022960,MSN-0024518,RU-SAT-022960,Russia,Roscosmos,Navigation,1992-02-18,1992,1,GTO,1911.1,Operational
SAT-0022961,MSN-0024519,RU-SAT-022961,Russia,Roscosmos,Communications,2016-04-22,2016,2,SSO,196.1,Operational
SAT-0022962,MSN-0024521,CH-SAT-022962,China,GALACTIC ENERGY,Scientific Research,2013-03-14,2013,1,SSO,12825.2,Retired
SAT-0022963,MSN-0024522,RU-SAT-022963,Russia,Roscosmos,Communications,1985-05-09,1985,2,SSO,6035.8,Operational
SAT-0022964,MSN-0024523,CH-SAT-022964,China,CNSA,Navigation,1961-04-22,1961,2,LEO,2968.9,Operational
SAT-0022965,MSN-0024524,CH-SAT-022965,China,CASC,Space Exploration,2001-01-10,2001,1,LEO,705.6,Retired
SAT-0022966,MSN-0024525,CH-SAT-022966,China,GALACTIC ENERGY,Scientific Research,1992-05-25,1992,2,MEO,198.6,Operational
SAT-0022967,MSN-0024526,CH-SAT-022967,China,CNSA,Earth Observation,1995-07-08,1995,3,MEO,1892.1,Operational
SAT-0022968,MSN-0024527,ES-SAT-022968,ESA,Arianespace,Weather Monitoring,2007-04-28,2007,2,LEO,3005.0,Operational
SAT-0022969,MSN-0024528,US-SAT-022969,USA,Rocket Lab,Navigation,2012-05-06,2012,2,MEO,2828.1,Operational
SAT-0022970,MSN-0024529,US-SAT-022970,USA,NASA,Communications,2023-08-13,2023,3,LEO,697.9,Operational
SAT-0022971,MSN-0024530,SO-SAT-022971,South Korea,KARI,Earth Observation,2011-05-24,2011,2,GEO,102.9,Operational
SAT-0022972,MSN-0024531,US-SAT-022972,USA,Rocket Lab,Earth Observation,2007-01-02,2007,1,Heliocentric,1182.5,Operational
SAT-0022973,MSN-0024532,CH-SAT-022973,China,CASC,Communications,2020-04-26,2020,2,LEO,2241.3,Operational
SAT-0022974,MSN-0024533,CH-SAT-022974,China,CASC,Communications,2020-09-24,2020,3,SSO,9255.3,Operational
SAT-0022975,MSN-0024534,US-SAT-022975,USA,Northrop Grumman,Military,1975-06-15,1975,2,GEO,1315.5,Retired
SAT-0022976,MSN-0024536,US-SAT-022976,USA,Boeing,Scientific Research,2012-03-15,2012,1,LEO,835.9,Failed
SAT-0022977,MSN-0024536,US-SAT-022977,USA,Boeing,Navigation,2012-03-15,2012,1,LEO,728.1,Operational
SAT-0022978,MSN-0024536,US-SAT-022978,USA,Boeing,Navigation,2012-03-15,2012,1,LEO,663.7,Retired
SAT-0022979,MSN-0024536,US-SAT-022979,USA,Boeing,Earth Observation,2012-03-15,2012,1,LEO,394.0,Retired
SAT-0022980,MSN-0024536,US-SAT-022980,USA,Boeing,Military,2012-03-15,2012,1,LEO,872.1,In Testing
SAT-0022981,MSN-0024536,US-SAT-022981,USA,Boeing,Military,2012-03-15,2012,1,LEO,150.1,Operational
SAT-0022982,MSN-0024536,US-SAT-022982,USA,Boeing,Military,2012-03-15,2012,1,LEO,686.3,Operational
SAT-0022983,MSN-0024537,US-SAT-022983,USA,ULA,Space Exploration,2020-10-14,2020,4,LEO,2485.2,Partially Operational
SAT-0022984,MSN-0024538,JA-SAT-022984,Japan,MHI,Scientific Research,2005-01-03,2005,1,SSO,5066.5,Retired
SAT-0022985,MSN-0024541,US-SAT-022985,USA,Boeing,Communications,2006-12-25,2006,4,LEO,2383.9,Retired
SAT-0022986,MSN-0024542,RU-SAT-022986,Russia,Roscosmos,Weather Monitoring,2018-07-13,2018,3,MEO,1723.2,Partially Operational
SAT-0022987,MSN-0024543,ES-SAT-022987,ESA,ESA,Navigation,1991-03-17,1991,1,LEO,5414.1,Operational
SAT-0022988,MSN-0024544,US-SAT-022988,USA,Boeing,Communications,1994-04-19,1994,2,LEO,137.4,Partially Operational
SAT-0022989,MSN-0024545,RU-SAT-022989,Russia,ISS-Reshetnev,Navigation,2017-01-21,2017,1,LEO,238.4,Operational
SAT-0022990,MSN-0024546,SO-SAT-022990,South Korea,KARI,Earth Observation,2021-09-22,2021,3,GEO,555.3,Retired
