research_id,mission_id,country,experiment_type,research_domain,duration_days,data_generated_gb,personnel_required,equipment_count,resource_cost_musd,success,year
RSH-0054020,MSN-0022458,Russia,Thermal Imaging,Astrophysics,684,564.0,31,2,4.36,False,2006
RSH-0054021,MSN-0025981,USA,Orbital Crystallography,Relativistic Physics,703,3200.2,34,12,41.65,False,1994
RSH-0054022,MSN-0060730,Russia,Plasma Physics,Quantum Communications,200,650.8,21,14,46.81,True,2003
RSH-0054023,MSN-0063561,ESA,Spectroscopic Survey,Quantum Communications,35,2121.3,35,11,18.86,True,2002
RSH-0054024,MSN-0042144,Russia,Orbital Crystallography,Atmospheric Physics,39,4399.9,17,3,36.75,True,1992
RSH-0054025,MSN-0011157,USA,Spectroscopic Survey,Quantum Communications,626,1279.0,42,12,13.96,False,2003
RSH-0054026,MSN-0017437,China,Gravitational Wave Detection,Space Botany,580,689.9,14,12,6.74,False,2002
RSH-0054027,MSN-0018483,China,Lidar Surface Mapping,Materials Science,119,4803.9,36,5,45.95,True,2013
RSH-0054028,MSN-0021298,USA,Thermal Imaging,Planetary Geology,276,1028.6,22,4,32.48,True,2022
RSH-0054029,MSN-0097121,Germany,Orbital Crystallography,Relativistic Physics,668,196.2,31,11,47.78,True,2001
RSH-0054030,MSN-0008861,India,Cosmic Dust Analysis,Solar Dynamics,159,384.1,25,14,31.26,False,2007
RSH-0054031,MSN-0087395,USA,Gravitational Wave Detection,Solar Dynamics,392,5588.6,7,9,38.26,True,2004
RSH-0054032,MSN-0021599,Japan,Radiation Profiling,Solar Dynamics,83,255.5,16,6,36.76,True,1979
RSH-0054033,MSN-0010390,USA,Fluid Dynamics,Materials Science,464,1213.0,18,10,32.83,True,2021
RSH-0054034,MSN-0096633,USA,Thermal Imaging,Atmospheric Physics,314,566.4,27,13,45.18,True,2007
RSH-0054035,MSN-0029949,Russia,Orbital Crystallography,Relativistic Physics,570,1734.6,4,4,34.83,True,2013
RSH-0054036,MSN-0059068,Russia,Plasma Physics,Microgravity Biology,238,260.4,36,7,1.47,True,2009
RSH-0054037,MSN-0097348,ESA,Autonomous Navigation,Astrophysics,265,883.4,35,5,7.34,True,2002
RSH-0054038,MSN-0095532,China,Fluid Dynamics,Exoplanetology,658,374.2,8,15,47.51,True,1994
RSH-0054039,MSN-0010570,USA,Plasma Physics,Atmospheric Physics,413,434.2,11,11,23.81,True,1972
RSH-0054040,MSN-0051283,Germany,Autonomous Navigation,Microgravity Biology,496,1180.3,40,15,37.02,False,1980
RSH-0054041,MSN-0090590,Japan,Plasma Physics,Solar Dynamics,684,339.2,22,14,11.39,True,2011
RSH-0054042,MSN-0076616,USA,Autonomous Navigation,Planetary Geology,220,1617.5,29,15,20.1,True,1986
RSH-0054043,MSN-0030267,UK,Spectroscopic Survey,Planetary Geology,556,697.3,14,8,45.28,True,2006
RSH-0054044,MSN-0072567,Israel,Orbital Crystallography,Planetary Geology,404,496.8,20,11,5.72,True,1990
RSH-0054045,MSN-0041308,France,Thermal Imaging,Solar Dynamics,33,1494.2,4,7,47.66,True,2008
RSH-0054046,MSN-0032553,Japan,Plasma Physics,Quantum Communications,27,782.9,42,12,13.91,True,2006
RSH-0054047,MSN-0013138,France,Fluid Dynamics,Space Botany,401,502.5,12,15,9.78,False,2014
RSH-0054048,MSN-0090163,China,Radiation Profiling,Planetary Geology,210,718.8,30,5,47.68,True,2007
RSH-0054049,MSN-0050774,ESA,Cosmic Dust Analysis,Exoplanetology,56,804.1,17,5,11.62,False,2011
RSH-0054050,MSN-0065812,USA,Orbital Crystallography,Atmospheric Physics,650,2240.9,37,1,14.19,True,1991
RSH-0054051,MSN-0020885,China,Autonomous Navigation,Atmospheric Physics,581,6264.8,26,8,8.91,True,2019
RSH-0054052,MSN-0073361,USA,Thermal Imaging,Planetary Geology,337,943.4,19,3,35.79,True,2007
RSH-0054053,MSN-0026931,Germany,Orbital Crystallography,Exoplanetology,32,4189.5,5,6,17.1,True,2011
RSH-0054054,MSN-0023448,Germany,Plasma Physics,Solar Dynamics,700,4489.4,13,9,31.12,True,1989
RSH-0054055,MSN-0043171,China,Thermal Imaging,Space Botany,219,4038.1,37,6,27.31,True,2021
RSH-0054056,MSN-0025723,Russia,Cosmic Dust Analysis,Materials Science,581,2169.1,27,10,40.89,True,2018
RSH-0054057,MSN-0000893,Russia,Radiation Profiling,Space Botany,435,4961.7,40,1,16.55,True,2018
RSH-0054058,MSN-0089251,UAE,Cosmic Dust Analysis,Astrophysics,545,735.8,31,13,29.23,True,1966
RSH-0054059,MSN-0053198,USA,Thermal Imaging,Planetary Geology,20,689.6,41,12,36.08,True,1983
RSH-0054060,MSN-0051504,South Korea,Lidar Surface Mapping,Planetary Geology,501,2591.8,33,2,13.55,True,2017
RSH-0054061,MSN-0076742,USA,Autonomous Navigation,Atmospheric Physics,564,2270.4,20,8,37.65,True,2013
RSH-0054062,MSN-0099887,USA,Radiation Profiling,Planetary Geology,603,803.8,41,9,15.38,False,2001
RSH-0054063,MSN-0071512,Russia,Autonomous Navigation,Exoplanetology,87,789.7,19,15,41.54,True,2019
RSH-0054064,MSN-0007681,USA,Plasma Physics,Solar Dynamics,715,203.8,15,5,35.45,True,2022
RSH-0054065,MSN-0002105,USA,Plasma Physics,Exoplanetology,297,658.6,8,4,3.04,False,1984
RSH-0054066,MSN-0028804,Russia,Plasma Physics,Planetary Geology,66,355.2,18,14,15.92,True,2017
RSH-0054067,MSN-0014385,Other,Lidar Surface Mapping,Quantum Communications,438,2736.5,40,12,36.43,True,1963
RSH-0054068,MSN-0025417,ESA,Gravitational Wave Detection,Solar Dynamics,53,794.3,41,13,28.86,True,2007
RSH-0054069,MSN-0055629,ESA,Lidar Surface Mapping,Quantum Communications,393,451.4,30,15,43.9,True,1975
RSH-0054070,MSN-0031971,ESA,Spectroscopic Survey,Materials Science,531,538.9,20,3,21.15,True,1978
RSH-0054071,MSN-0018675,USA,Orbital Crystallography,Quantum Communications,562,506.6,40,10,46.55,True,1992
RSH-0054072,MSN-0083307,ESA,Autonomous Navigation,Materials Science,218,971.9,5,6,33.53,True,2024
RSH-0054073,MSN-0028015,UAE,Orbital Crystallography,Materials Science,76,869.9,30,4,35.53,True,2017
RSH-0054074,MSN-0089700,USA,Plasma Physics,Solar Dynamics,529,472.6,40,6,19.35,False,2005
RSH-0054075,MSN-0082471,USA,Plasma Physics,Astrophysics,419,285.3,9,5,17.15,True,2010
RSH-0054076,MSN-0008702,India,Autonomous Navigation,Planetary Geology,21,1144.1,21,6,36.19,True,2014
RSH-0054077,MSN-0005751,ESA,Radiation Profiling,Atmospheric Physics,92,659.8,8,10,41.56,False,2019
RSH-0054078,MSN-0098071,India,Radiation Profiling,Astrophysics,626,1949.1,7,9,11.69,True,2007
RSH-0054079,MSN-0052013,ESA,Plasma Physics,Quantum Communications,389,726.8,15,8,3.56,False,2018
RSH-0054080,MSN-0032100,Russia,Orbital Crystallography,Planetary Geology,497,244.1,5,9,12.11,True,1994
RSH-0054081,MSN-0009894,USA,Cosmic Dust Analysis,Planetary Geology,211,624.2,27,3,5.38,False,1996
RSH-0054082,MSN-0015967,China,Radiation Profiling,Materials Science,678,414.7,42,15,1.96,False,1981
RSH-0054083,MSN-0040265,USA,Fluid Dynamics,Planetary Geology,86,968.1,28,2,35.9,False,2018
RSH-0054084,MSN-0097511,China,Thermal Imaging,Microgravity Biology,537,331.8,3,11,6.57,True,2003
RSH-0054085,MSN-0020142,ESA,Thermal Imaging,Solar Dynamics,614,1948.7,43,9,27.41,False,2014
RSH-0054086,MSN-0013600,Japan,Spectroscopic Survey,Astrophysics,403,341.4,37,12,43.26,False,1971
RSH-0054087,MSN-0056876,Russia,Fluid Dynamics,Quantum Communications,156,686.2,3,13,31.35,True,1979
RSH-0054088,MSN-0054611,India,Lidar Surface Mapping,Atmospheric Physics,286,1622.8,38,13,42.81,True,2015
RSH-0054089,MSN-0019188,USA,Fluid Dynamics,Astrophysics,604,3295.6,36,3,9.17,False,1973
RSH-0054090,MSN-0061728,Russia,Plasma Physics,Space Botany,564,787.9,21,11,39.86,True,2000
RSH-0054091,MSN-0048881,India,Autonomous Navigation,Solar Dynamics,336,2267.2,36,11,28.0,True,1995
RSH-0054092,MSN-0090879,USA,Lidar Surface Mapping,Microgravity Biology,533,2381.0,32,6,48.08,True,1958
RSH-0054093,MSN-0007811,China,Spectroscopic Survey,Solar Dynamics,140,666.7,24,7,41.43,True,2020
RSH-0054094,MSN-0046258,China,Radiation Profiling,Solar Dynamics,450,5612.1,11,9,4.59,False,1991
RSH-0054095,MSN-0088019,USA,Lidar Surface Mapping,Relativistic Physics,681,917.6,23,7,15.62,False,2019
RSH-0054096,MSN-0028626,USA,Lidar Surface Mapping,Astrophysics,104,1595.8,31,10,16.37,False,1997
RSH-0054097,MSN-0046034,USA,Lidar Surface Mapping,Astrophysics,174,435.5,34,13,9.17,False,2014
RSH-0054098,MSN-0035577,Russia,Gravitational Wave Detection,Atmospheric Physics,170,1402.0,32,6,46.48,True,2014
RSH-0054099,MSN-0085573,USA,Autonomous Navigation,Space Botany,460,1942.5,15,15,38.21,True,2014
RSH-0054100,MSN-0095531,USA,Plasma Physics,Relativistic Physics,215,2727.1,3,4,7.62,True,2008
RSH-0054101,MSN-0023127,Russia,Radiation Profiling,Exoplanetology,16,262.0,7,15,14.07,True,2020
RSH-0054102,MSN-0024648,USA,Radiation Profiling,Planetary Geology,245,553.7,13,7,46.23,True,2014
RSH-0054103,MSN-0020324,China,Plasma Physics,Relativistic Physics,653,660.9,22,12,25.24,True,1989
RSH-0054104,MSN-0051694,Russia,Fluid Dynamics,Atmospheric Physics,708,2310.8,14,12,1.59,True,2020
RSH-0054105,MSN-0003361,USA,Fluid Dynamics,Exoplanetology,408,821.7,22,6,19.62,False,1976
RSH-0054106,MSN-0048741,India,Thermal Imaging,Solar Dynamics,288,1326.5,9,13,27.63,True,2007
RSH-0054107,MSN-0005875,USA,Lidar Surface Mapping,Microgravity Biology,529,5285.9,24,13,32.5,True,2002
RSH-0054108,MSN-0004163,Russia,Orbital Crystallography,Atmospheric Physics,403,603.9,2,5,41.98,False,2020
RSH-0054109,MSN-0087027,USA,Thermal Imaging,Microgravity Biology,70,249.2,27,11,35.01,True,2005
RSH-0054110,MSN-0060234,Russia,Thermal Imaging,Astrophysics,158,945.4,10,5,10.05,True,2012
RSH-0054111,MSN-0008100,China,Gravitational Wave Detection,Solar Dynamics,536,4113.5,16,13,44.86,True,2000
RSH-0054112,MSN-0092669,China,Autonomous Navigation,Planetary Geology,432,1471.0,13,3,13.01,True,2024
RSH-0054113,MSN-0096727,India,Orbital Crystallography,Exoplanetology,712,2020.9,2,14,36.27,True,2015
RSH-0054114,MSN-0010469,Russia,Gravitational Wave Detection,Planetary Geology,353,1630.3,41,15,26.72,True,2013
RSH-0054115,MSN-0066031,USA,Autonomous Navigation,Microgravity Biology,310,473.3,29,8,5.85,True,2021
RSH-0054116,MSN-0027794,Russia,Spectroscopic Survey,Atmospheric Physics,381,1279.0,16,6,39.32,True,1985
RSH-0054117,MSN-0066456,USA,Radiation Profiling,Planetary Geology,575,670.2,34,4,2.81,True,2015
RSH-0054118,MSN-0049340,China,Thermal Imaging,Atmospheric Physics,460,2410.1,42,9,47.68,True,2011
RSH-0054119,MSN-0004451,China,Orbital Crystallography,Quantum Communications,663,497.2,43,14,42.89,False,2023
RSH-0054120,MSN-0061593,USA,Lidar Surface Mapping,Atmospheric Physics,653,214.3,7,13,19.56,True,1996
RSH-0054121,MSN-0041126,Germany,Gravitational Wave Detection,Astrophysics,141,898.1,22,7,13.46,False,1986
RSH-0054122,MSN-0067122,USA,Radiation Profiling,Planetary Geology,169,426.4,21,1,19.36,False,2023
RSH-0054123,MSN-0058405,Canada,Fluid Dynamics,Relativistic Physics,314,544.5,30,4,16.73,True,2008
RSH-0054124,MSN-0057428,Russia,Cosmic Dust Analysis,Microgravity Biology,540,2366.2,42,4,26.36,True,1995
RSH-0054125,MSN-0002672,USA,Fluid Dynamics,Astrophysics,503,323.6,7,8,4.69,True,2018
RSH-0054126,MSN-0068180,China,Lidar Surface Mapping,Solar Dynamics,502,170.7,11,8,36.51,True,2023
RSH-0054127,MSN-0028300,USA,Autonomous Navigation,Atmospheric Physics,693,1078.5,8,14,24.32,False,1993
RSH-0054128,MSN-0046636,USA,Fluid Dynamics,Astrophysics,539,274.2,6,14,47.69,True,1969
RSH-0054129,MSN-0094349,USA,Autonomous Navigation,Relativistic Physics,442,284.2,11,12,18.49,True,1992
RSH-0054130,MSN-0008435,China,Spectroscopic Survey,Astrophysics,481,1123.1,21,7,28.25,True,2024
RSH-0054131,MSN-0032479,USA,Thermal Imaging,Relativistic Physics,650,2991.3,26,10,6.55,True,1964
RSH-0054132,MSN-0090359,Russia,Autonomous Navigation,Exoplanetology,346,1041.4,36,8,3.98,True,2013
RSH-0054133,MSN-0090760,Russia,Thermal Imaging,Microgravity Biology,678,154.3,31,15,23.29,False,2022
RSH-0054134,MSN-0067489,China,Radiation Profiling,Materials Science,626,2411.1,32,13,19.4,False,2021
RSH-0054135,MSN-0015454,China,Gravitational Wave Detection,Materials Science,317,302.8,2,15,23.61,True,2012
RSH-0054136,MSN-0058839,USA,Fluid Dynamics,Planetary Geology,165,997.4,40,2,39.75,True,2019
RSH-0054137,MSN-0052645,Israel,Lidar Surface Mapping,Materials Science,294,1293.0,6,8,34.92,True,2007
RSH-0054138,MSN-0025045,China,Plasma Physics,Quantum Communications,81,1165.9,20,11,44.54,True,1984
RSH-0054139,MSN-0014074,USA,Orbital Crystallography,Atmospheric Physics,344,1692.9,37,8,32.91,True,2020
RSH-0054140,MSN-0078547,USA,Autonomous Navigation,Solar Dynamics,542,218.8,20,3,11.15,True,2017
RSH-0054141,MSN-0040313,USA,Orbital Crystallography,Materials Science,371,1345.7,35,11,4.69,True,1988
RSH-0054142,MSN-0022110,USA,Cosmic Dust Analysis,Relativistic Physics,26,288.6,18,9,45.99,False,2004
RSH-0054143,MSN-0032476,China,Thermal Imaging,Planetary Geology,387,1753.1,30,13,31.2,True,1998
RSH-0054144,MSN-0024017,USA,Spectroscopic Survey,Quantum Communications,676,2033.8,28,10,3.59,True,2003
RSH-0054145,MSN-0093207,China,Orbital Crystallography,Atmospheric Physics,679,818.9,42,11,24.29,False,1990
RSH-0054146,MSN-0040245,USA,Gravitational Wave Detection,Quantum Communications,15,762.8,17,9,36.63,False,1991
RSH-0054147,MSN-0045239,USA,Orbital Crystallography,Atmospheric Physics,691,302.4,18,7,33.07,True,1993
RSH-0054148,MSN-0056404,Other,Thermal Imaging,Solar Dynamics,549,825.4,13,4,27.71,True,2012
RSH-0054149,MSN-0085004,China,Gravitational Wave Detection,Planetary Geology,497,6493.3,26,15,8.93,True,1979
RSH-0054150,MSN-0069579,Russia,Plasma Physics,Space Botany,68,181.1,39,5,45.28,True,1981
RSH-0054151,MSN-0062653,USA,Cosmic Dust Analysis,Solar Dynamics,542,555.8,31,7,32.44,True,1986
RSH-0054152,MSN-0050520,China,Cosmic Dust Analysis,Planetary Geology,343,6630.7,40,6,22.1,True,1966
RSH-0054153,MSN-0072414,USA,Gravitational Wave Detection,Atmospheric Physics,252,1637.8,43,8,28.33,True,2005
RSH-0054154,MSN-0052823,USA,Plasma Physics,Relativistic Physics,571,860.9,8,7,33.15,True,2016
RSH-0054155,MSN-0041563,USA,Plasma Physics,Materials Science,370,3386.4,13,5,4.06,True,2002
RSH-0054156,MSN-0055589,USA,Autonomous Navigation,Planetary Geology,151,533.5,41,9,5.33,True,2023
RSH-0054157,MSN-0055082,USA,Plasma Physics,Exoplanetology,29,1444.8,28,3,2.54,True,1985
RSH-0054158,MSN-0093360,China,Orbital Crystallography,Astrophysics,81,1788.4,35,9,47.19,True,2023
RSH-0054159,MSN-0034890,USA,Spectroscopic Survey,Solar Dynamics,344,1645.3,23,4,36.06,False,2019
RSH-0054160,MSN-0098993,USA,Spectroscopic Survey,Planetary Geology,85,293.9,41,14,6.06,True,2024
RSH-0054161,MSN-0003095,France,Autonomous Navigation,Astrophysics,231,424.0,18,13,39.8,True,1999
RSH-0054162,MSN-0049336,Brazil,Radiation Profiling,Materials Science,658,1328.8,3,15,19.84,True,1979
RSH-0054163,MSN-0024230,USA,Lidar Surface Mapping,Solar Dynamics,588,2178.7,13,5,35.38,True,2006
RSH-0054164,MSN-0055409,USA,Fluid Dynamics,Quantum Communications,169,630.1,24,5,29.74,True,1999
RSH-0054165,MSN-0097306,Japan,Fluid Dynamics,Solar Dynamics,635,799.2,5,3,9.49,False,2013
RSH-0054166,MSN-0070515,USA,Thermal Imaging,Space Botany,461,1734.3,33,13,28.25,False,2005
RSH-0054167,MSN-0002130,Japan,Autonomous Navigation,Exoplanetology,590,1210.9,12,3,44.01,True,1987
RSH-0054168,MSN-0082383,China,Spectroscopic Survey,Microgravity Biology,152,5213.3,10,3,39.0,True,2014
RSH-0054169,MSN-0000507,USA,Fluid Dynamics,Exoplanetology,375,2578.2,36,6,9.6,True,2010
RSH-0054170,MSN-0058626,China,Plasma Physics,Microgravity Biology,182,236.1,19,10,20.48,True,1975
RSH-0054171,MSN-0041147,USA,Radiation Profiling,Solar Dynamics,575,2475.7,25,14,5.02,True,2023
RSH-0054172,MSN-0070329,USA,Thermal Imaging,Astrophysics,23,1146.6,34,3,26.79,True,2012
RSH-0054173,MSN-0007096,ESA,Radiation Profiling,Relativistic Physics,385,178.6,6,10,45.99,True,1988
RSH-0054174,MSN-0084286,USA,Spectroscopic Survey,Astrophysics,527,1413.3,33,8,30.63,True,2019
RSH-0054175,MSN-0077835,Russia,Lidar Surface Mapping,Astrophysics,31,1035.9,27,14,28.54,True,1984
RSH-0054176,MSN-0073481,ESA,Spectroscopic Survey,Relativistic Physics,144,1061.4,37,7,24.81,True,2008
RSH-0054177,MSN-0090775,China,Plasma Physics,Microgravity Biology,515,267.3,5,2,10.25,True,2000
RSH-0054178,MSN-0085986,China,Cosmic Dust Analysis,Atmospheric Physics,514,270.5,16,3,28.26,True,1989
RSH-0054179,MSN-0022511,India,Cosmic Dust Analysis,Quantum Communications,699,4118.9,41,14,45.95,True,1988
RSH-0054180,MSN-0010067,China,Lidar Surface Mapping,Quantum Communications,189,850.3,9,12,7.23,True,1987
RSH-0054181,MSN-0037861,USA,Fluid Dynamics,Atmospheric Physics,356,173.8,3,3,37.52,True,1974
RSH-0054182,MSN-0003762,India,Fluid Dynamics,Materials Science,444,1181.2,38,10,46.5,True,2000
RSH-0054183,MSN-0018340,Russia,Autonomous Navigation,Quantum Communications,253,541.8,37,14,5.86,True,2021
RSH-0054184,MSN-0051275,Russia,Lidar Surface Mapping,Exoplanetology,349,1220.6,18,7,34.0,True,1973
RSH-0054185,MSN-0055990,USA,Gravitational Wave Detection,Space Botany,635,2521.0,26,2,4.15,False,2003
RSH-0054186,MSN-0082595,UK,Cosmic Dust Analysis,Space Botany,700,222.9,7,10,31.41,False,2017
RSH-0054187,MSN-0042458,Russia,Spectroscopic Survey,Atmospheric Physics,373,304.3,24,12,9.81,True,1978
RSH-0054188,MSN-0081429,USA,Lidar Surface Mapping,Quantum Communications,69,1002.6,36,5,4.81,True,2024
RSH-0054189,MSN-0045333,Brazil,Fluid Dynamics,Microgravity Biology,615,165.7,29,6,47.44,True,1973
RSH-0054190,MSN-0082510,ESA,Orbital Crystallography,Quantum Communications,392,1146.0,27,10,34.39,True,2017
RSH-0054191,MSN-0033421,USA,Gravitational Wave Detection,Space Botany,122,800.8,2,12,44.58,False,2023
RSH-0054192,MSN-0048253,India,Plasma Physics,Solar Dynamics,411,313.3,4,7,43.53,True,1976
RSH-0054193,MSN-0082210,USA,Thermal Imaging,Space Botany,555,178.2,12,5,30.71,True,1969
RSH-0054194,MSN-0005974,USA,Spectroscopic Survey,Astrophysics,98,416.4,16,9,15.53,True,1994
RSH-0054195,MSN-0067192,USA,Spectroscopic Survey,Space Botany,85,2507.1,39,4,2.97,True,2023
RSH-0054196,MSN-0019483,Italy,Cosmic Dust Analysis,Relativistic Physics,259,327.4,38,3,30.6,True,1993
RSH-0054197,MSN-0084491,South Korea,Gravitational Wave Detection,Space Botany,478,1326.2,26,2,22.93,True,1969
RSH-0054198,MSN-0029828,Germany,Radiation Profiling,Exoplanetology,201,380.7,12,4,17.72,False,1977
RSH-0054199,MSN-0049706,India,Orbital Crystallography,Microgravity Biology,313,866.1,43,4,1.07,False,1986
RSH-0054200,MSN-0075681,India,Plasma Physics,Exoplanetology,705,182.6,11,8,37.27,True,2006
RSH-0054201,MSN-0093955,USA,Radiation Profiling,Space Botany,619,2131.6,14,8,32.22,True,2005
RSH-0054202,MSN-0074869,USA,Lidar Surface Mapping,Planetary Geology,48,1549.0,28,12,39.85,True,1969
RSH-0054203,MSN-0011475,USA,Radiation Profiling,Exoplanetology,693,775.0,34,6,17.98,True,2012
RSH-0054204,MSN-0063166,Russia,Thermal Imaging,Exoplanetology,621,2549.0,37,6,1.6,True,2015
RSH-0054205,MSN-0083358,USA,Spectroscopic Survey,Atmospheric Physics,56,2586.3,16,6,9.28,False,1980
RSH-0054206,MSN-0036442,Japan,Lidar Surface Mapping,Solar Dynamics,449,268.1,34,14,9.9,True,2016
RSH-0054207,MSN-0014049,USA,Plasma Physics,Quantum Communications,429,1509.6,15,7,31.35,True,2022
RSH-0054208,MSN-0082757,Russia,Fluid Dynamics,Microgravity Biology,461,935.4,41,14,4.95,True,1984
RSH-0054209,MSN-0014601,USA,Spectroscopic Survey,Space Botany,178,3113.2,33,5,47.48,True,2019
RSH-0054210,MSN-0057389,China,Fluid Dynamics,Materials Science,29,1831.7,12,6,10.05,False,2003
RSH-0054211,MSN-0048949,India,Lidar Surface Mapping,Astrophysics,279,1673.2,11,13,44.0,True,2001
RSH-0054212,MSN-0089460,USA,Autonomous Navigation,Solar Dynamics,44,1084.4,12,7,30.65,True,1999
RSH-0054213,MSN-0039741,USA,Autonomous Navigation,Materials Science,179,2148.5,24,12,11.48,True,2016
RSH-0054214,MSN-0093585,China,Autonomous Navigation,Solar Dynamics,78,707.3,39,15,36.92,True,1998
RSH-0054215,MSN-0070402,USA,Thermal Imaging,Space Botany,705,7984.4,15,9,33.55,True,2008
RSH-0054216,MSN-0018326,India,Spectroscopic Survey,Solar Dynamics,40,1070.4,30,3,28.64,True,2011
RSH-0054217,MSN-0048543,USA,Lidar Surface Mapping,Exoplanetology,31,222.8,22,10,12.37,True,2010
RSH-0054218,MSN-0086838,China,Orbital Crystallography,Exoplanetology,610,748.4,39,3,7.71,True,2003
RSH-0054219,MSN-0056309,ESA,Plasma Physics,Exoplanetology,519,956.8,38,11,12.14,True,2023
RSH-0054220,MSN-0037419,Other,Autonomous Navigation,Exoplanetology,321,612.2,42,14,31.81,True,2012
RSH-0054221,MSN-0092157,China,Gravitational Wave Detection,Planetary Geology,243,3038.4,21,11,41.35,False,1994
RSH-0054222,MSN-0005891,USA,Thermal Imaging,Exoplanetology,666,2176.5,25,11,25.64,False,2017
RSH-0054223,MSN-0015024,India,Plasma Physics,Microgravity Biology,606,751.2,31,6,29.65,True,2006
RSH-0054224,MSN-0021670,ESA,Radiation Profiling,Solar Dynamics,479,1042.8,6,3,9.7,False,1998
RSH-0054225,MSN-0070676,Other,Radiation Profiling,Astrophysics,329,322.6,6,9,32.99,True,1997
RSH-0054226,MSN-0040403,USA,Thermal Imaging,Materials Science,103,2965.4,8,15,27.48,False,2018
RSH-0054227,MSN-0007158,China,Thermal Imaging,Relativistic Physics,120,159.1,12,7,15.7,True,1999
RSH-0054228,MSN-0093105,Russia,Gravitational Wave Detection,Solar Dynamics,386,691.8,20,11,41.9,True,1987
RSH-0054229,MSN-0085045,ESA,Radiation Profiling,Exoplanetology,151,4869.1,39,12,28.88,False,1984
RSH-0054230,MSN-0069055,China,Lidar Surface Mapping,Exoplanetology,80,174.2,29,11,9.96,False,2022
RSH-0054231,MSN-0039811,ESA,Cosmic Dust Analysis,Materials Science,221,1388.2,27,12,26.51,True,2002
RSH-0054232,MSN-0007944,China,Fluid Dynamics,Exoplanetology,56,440.3,7,1,9.97,True,2002
RSH-0054233,MSN-0004231,Other,Radiation Profiling,Microgravity Biology,682,2317.0,19,6,9.61,True,1974
RSH-0054234,MSN-0083131,China,Thermal Imaging,Microgravity Biology,51,856.7,24,14,46.48,False,2016
RSH-0054235,MSN-0033233,Japan,Orbital Crystallography,Quantum Communications,619,222.1,12,1,14.72,True,2016
RSH-0054236,MSN-0003135,UK,Lidar Surface Mapping,Atmospheric Physics,317,1209.5,28,6,5.84,False,2023
RSH-0054237,MSN-0096395,USA,Autonomous Navigation,Quantum Communications,27,1423.9,22,14,23.84,True,2001
RSH-0054238,MSN-0000784,India,Fluid Dynamics,Solar Dynamics,176,3722.9,16,13,22.03,False,1998
RSH-0054239,MSN-0094982,China,Thermal Imaging,Microgravity Biology,449,414.9,41,14,22.21,True,1987
RSH-0054240,MSN-0010154,Russia,Cosmic Dust Analysis,Quantum Communications,390,1290.0,34,1,31.63,True,2001
RSH-0054241,MSN-0024070,ESA,Thermal Imaging,Atmospheric Physics,304,1824.8,13,9,27.47,True,1978
RSH-0054242,MSN-0080356,USA,Spectroscopic Survey,Quantum Communications,331,697.6,4,2,17.63,True,2017
RSH-0054243,MSN-0056183,USA,Cosmic Dust Analysis,Space Botany,31,944.4,19,10,4.83,True,2004
RSH-0054244,MSN-0035688,Canada,Spectroscopic Survey,Microgravity Biology,407,167.4,16,8,18.7,True,1999
RSH-0054245,MSN-0071450,USA,Orbital Crystallography,Quantum Communications,346,2145.5,44,6,41.01,True,1981
RSH-0054246,MSN-0003929,Japan,Autonomous Navigation,Space Botany,335,403.2,14,8,6.51,True,2021
RSH-0054247,MSN-0020216,China,Plasma Physics,Atmospheric Physics,634,1393.6,32,3,26.02,True,1987
RSH-0054248,MSN-0005740,USA,Autonomous Navigation,Relativistic Physics,103,723.7,28,11,47.59,True,2020
RSH-0054249,MSN-0052102,China,Lidar Surface Mapping,Astrophysics,686,432.4,7,6,23.42,True,1990
RSH-0054250,MSN-0045696,USA,Fluid Dynamics,Planetary Geology,159,1053.7,44,15,9.96,False,2008
RSH-0054251,MSN-0038872,Russia,Fluid Dynamics,Space Botany,455,468.8,15,15,6.26,True,2024
RSH-0054252,MSN-0097834,USA,Cosmic Dust Analysis,Planetary Geology,522,476.6,36,14,4.38,False,1978
RSH-0054253,MSN-0016840,China,Orbital Crystallography,Astrophysics,233,1231.7,9,15,19.51,True,2012
RSH-0054254,MSN-0089456,UAE,Fluid Dynamics,Space Botany,718,564.5,20,6,21.94,True,1982
RSH-0054255,MSN-0003540,China,Lidar Surface Mapping,Solar Dynamics,256,923.1,27,3,45.86,False,2002
RSH-0054256,MSN-0045739,Other,Plasma Physics,Materials Science,525,1945.9,10,12,29.84,True,2024
RSH-0054257,MSN-0005468,UAE,Cosmic Dust Analysis,Planetary Geology,333,771.1,24,5,14.29,True,2017
RSH-0054258,MSN-0046502,UK,Thermal Imaging,Space Botany,398,256.8,28,5,40.02,True,2002
RSH-0054259,MSN-0084395,USA,Gravitational Wave Detection,Planetary Geology,409,682.7,25,8,35.1,False,1991
RSH-0054260,MSN-0030033,USA,Orbital Crystallography,Astrophysics,547,2025.3,6,1,29.06,False,2016
RSH-0054261,MSN-0054355,Japan,Cosmic Dust Analysis,Space Botany,394,805.2,38,9,12.16,True,1975
RSH-0054262,MSN-0095498,Other,Gravitational Wave Detection,Exoplanetology,424,516.1,41,11,12.88,True,2019
RSH-0054263,MSN-0022185,China,Radiation Profiling,Microgravity Biology,375,1091.3,24,6,12.05,True,1981
RSH-0054264,MSN-0094704,China,Cosmic Dust Analysis,Atmospheric Physics,160,462.7,39,15,47.46,True,2014
