mission_id,mission_name,launch_date,year,quarter,month,country,agency,mission_type,launch_vehicle,orbit,payload_mass_kg,success,cost_million_usd
MSN-0018815,Russia-EAR-1996-18815,1996-05-04,1996,2,5,Russia,ISS-Reshetnev,Earth Observation,Proton-M,MEO,740.8,True,1.33
MSN-0018816,China-SPA-2024-18816,2024-02-08,2024,1,2,China,CASC,Space Station,Long March 2,LEO,11090.1,True,25.6
MSN-0018817,Russia-EAR-2020-18817,2020-07-10,2020,3,7,Russia,Roscosmos,Earth Observation,Other,LEO,2135.3,True,2.58
MSN-0018818,USA-DEE-2018-18818,2018-06-20,2018,2,6,USA,NASA,Deep Space,PSLV,MEO,3391.9,True,7.61
MSN-0018819,Japan-SCI-1996-18819,1996-02-22,1996,1,2,Japan,MHI,Science,Electron,GEO,1220.0,True,1.96
MSN-0018820,USA-DEE-2007-18820,2007-05-24,2007,2,5,USA,NASA,Deep Space,Soyuz,GTO,1064.2,True,2.04
MSN-0018821,USA-COM-2021-18821,2021-10-03,2021,4,10,USA,ULA,Communications,Long March 2,LEO,6599.3,True,11.45
MSN-0018822,China-COM-2004-18822,2004-10-22,2004,4,10,China,CASC,Communications,Falcon 9,GEO,3842.3,True,10.45
MSN-0018823,USA-TEC-2024-18823,2024-02-23,2024,1,2,USA,Northrop Grumman,Technology Demonstration,Long March 7,SSO,691.2,True,0.86
MSN-0018824,Russia-MIL-1994-18824,1994-11-03,1994,4,11,Russia,ISS-Reshetnev,Military Reconnaissance,Ariane 6,GEO,4347.1,True,10.23
MSN-0018825,USA-NAV-2017-18825,2017-06-09,2017,2,6,USA,NASA,Navigation,Long March 3,LEO,2451.6,True,3.04
MSN-0018826,USA-SCI-1994-18826,1994-01-13,1994,1,1,USA,Rocket Lab,Science,Soyuz,GTO,1591.6,False,4.03
MSN-0018827,Russia-EAR-1960-18827,1960-08-13,1960,3,8,Russia,Roscosmos,Earth Observation,Atlas V,LEO,1479.8,True,1.93
MSN-0018828,France-EAR-2014-18828,2014-05-05,2014,2,5,France,CNES,Earth Observation,Other,LEO,1550.1,True,1.34
MSN-0018829,China-NAV-2018-18829,2018-10-05,2018,4,10,China,CASIC,Navigation,Electron,LEO,200.1,True,0.56
MSN-0018830,Russia-SCI-1989-18830,1989-11-17,1989,4,11,Russia,Roscosmos,Science,Ariane 6,SSO,2804.5,False,2.8
MSN-0018831,ESA-COM-2009-18831,2009-12-12,2009,4,12,ESA,ESA,Communications,GSLV,MEO,2562.7,True,1.68
MSN-0018832,USA-TEC-2006-18832,2006-10-02,2006,4,10,USA,Northrop Grumman,Technology Demonstration,Long March 5,LEO,624.1,True,0.48
MSN-0018833,USA-WEA-2006-18833,2006-11-02,2006,4,11,USA,NASA,Weather,NURI,LEO,321.5,True,0.22
MSN-0018834,Russia-EAR-2003-18834,2003-07-13,2003,3,7,Russia,Roscosmos,Earth Observation,Long March 3,LEO,1405.1,True,0.96
MSN-0018835,China-COM-2024-18835,2024-05-26,2024,2,5,China,GALACTIC ENERGY,Communications,Delta IV,LEO,6252.2,True,12.9
MSN-0018836,China-NAV-1982-18836,1982-05-08,1982,2,5,China,GALACTIC ENERGY,Navigation,Atlas V,Lunar,1940.5,True,3.3
MSN-0018837,China-CRE-1998-18837,1998-11-24,1998,4,11,China,GALACTIC ENERGY,Crewed Mission,Proton-M,GEO,14920.6,False,15.33
MSN-0018838,USA-EAR-1988-18838,1988-07-11,1988,3,7,USA,NASA,Earth Observation,Ariane 5,LEO,675.6,True,1.81
MSN-0018839,USA-NAV-2023-18839,2023-03-28,2023,1,3,USA,Northrop Grumman,Navigation,PSLV,LEO,2689.5,True,6.63
MSN-0018840,Japan-COM-2004-18840,2004-06-03,2004,2,6,Japan,MHI,Communications,Long March 2,LEO,3223.0,True,4.55
MSN-0018841,India-NAV-1981-18841,1981-03-07,1981,1,3,India,ISRO,Navigation,Falcon 9,LEO,2042.7,True,1.7
MSN-0018842,Germany-EAR-1986-18842,1986-08-11,1986,3,8,Germany,DLR,Earth Observation,Ariane 6,SSO,823.2,True,1.48
MSN-0018843,USA-WEA-2003-18843,2003-03-26,2003,1,3,USA,Northrop Grumman,Weather,Long March 3,LEO,1428.7,True,3.01
MSN-0018844,Japan-MIL-2024-18844,2024-10-10,2024,4,10,Japan,MHI,Military Reconnaissance,GSLV,GTO,5465.8,True,3.73
MSN-0018845,Other-TEC-1994-18845,1994-07-21,1994,3,7,Other,Unknown Agency,Technology Demonstration,Antares,SSO,457.0,True,1.08
MSN-0018846,ESA-SCI-2009-18846,2009-09-15,2009,3,9,ESA,Arianespace,Science,Ariane 6,LEO,1755.4,False,2.73
MSN-0018847,Russia-SCI-1987-18847,1987-04-01,1987,2,4,Russia,ISS-Reshetnev,Science,Antares,SSO,2085.9,True,3.93
MSN-0018848,China-TEC-2024-18848,2024-02-27,2024,1,2,China,CASIC,Technology Demonstration,Shavit,GEO,767.0,True,0.73
MSN-0018849,China-SCI-2006-18849,2006-02-22,2006,1,2,China,CASC,Science,Angara,LEO,1167.3,True,2.66
MSN-0018850,China-MIL-2024-18850,2024-11-22,2024,4,11,China,CASC,Military Reconnaissance,PSLV,LEO,4405.1,True,10.58
MSN-0018851,Russia-NAV-1992-18851,1992-08-17,1992,3,8,Russia,ISS-Reshetnev,Navigation,Long March 5,GEO,552.5,True,0.67
MSN-0018852,Russia-NAV-2014-18852,2014-07-25,2014,3,7,Russia,Roscosmos,Navigation,Proton-M,LEO,1610.2,True,0.92
MSN-0018853,USA-SUP-1974-18853,1974-05-26,1974,2,5,USA,Northrop Grumman,Supply/Resupply,Soyuz,Lunar,10326.7,True,6.05
MSN-0018854,Russia-COM-2010-18854,2010-03-13,2010,1,3,Russia,Roscosmos,Communications,GSLV,GEO,415.6,False,0.45
MSN-0018855,USA-COM-2021-18855,2021-03-18,2021,1,3,USA,ULA,Communications,NURI,LEO,6652.9,True,8.99
MSN-0018856,USA-EAR-2008-18856,2008-10-05,2008,4,10,USA,Northrop Grumman,Earth Observation,Angara,SSO,2782.5,True,7.22
MSN-0018857,China-WEA-1988-18857,1988-02-18,1988,1,2,China,CASIC,Weather,Long March 3,MEO,1303.7,True,1.16
MSN-0018858,Japan-COM-1993-18858,1993-06-28,1993,2,6,Japan,JAXA,Communications,H-IIA,SSO,1421.7,True,1.97
MSN-0018859,Russia-SCI-1986-18859,1986-01-02,1986,1,1,Russia,Roscosmos,Science,Long March 2,LEO,50.0,True,0.03
MSN-0018860,ESA-CRE-1998-18860,1998-12-05,1998,4,12,ESA,Arianespace,Crewed Mission,Long March 2,MEO,18097.6,True,43.4
MSN-0018861,Russia-EAR-2020-18861,2020-02-22,2020,1,2,Russia,Roscosmos,Earth Observation,Vulcan Centaur,GEO,2440.7,True,6.77
MSN-0018862,India-EAR-2014-18862,2014-10-17,2014,4,10,India,ISRO,Earth Observation,Long March 5,LEO,50.0,True,0.06
MSN-0018863,USA-SCI-2017-18863,2017-09-10,2017,3,9,USA,Rocket Lab,Science,GSLV,LEO,2936.7,True,2.17
MSN-0018864,USA-EAR-2020-18864,2020-01-21,2020,1,1,USA,SpaceX,Earth Observation,Other,LEO,564.6,True,1.65
MSN-0018865,China-EAR-2004-18865,2004-12-15,2004,4,12,China,CNSA,Earth Observation,H-IIA,GEO,2469.9,True,7.18
MSN-0018866,USA-SCI-2010-18866,2010-06-12,2010,2,6,USA,SpaceX,Science,Proton-M,GEO,2782.6,True,5.23
MSN-0018867,Russia-COM-2018-18867,2018-04-08,2018,2,4,Russia,Roscosmos,Communications,NURI,HEO,5561.0,True,10.3
MSN-0018868,USA-COM-2020-18868,2020-03-12,2020,1,3,USA,Rocket Lab,Communications,Delta IV,LEO,4906.0,True,14.62
MSN-0018869,India-SUP-2015-18869,2015-09-07,2015,3,9,India,ISRO,Supply/Resupply,GSLV,LEO,5492.7,True,3.62
MSN-0018870,USA-NAV-2016-18870,2016-03-28,2016,1,3,USA,SpaceX,Navigation,Proton-M,GEO,3093.1,True,3.37
MSN-0018871,USA-DEE-2017-18871,2017-04-27,2017,2,4,USA,ULA,Deep Space,Ariane 6,LEO,1155.5,True,2.09
MSN-0018872,ESA-NAV-1987-18872,1987-01-16,1987,1,1,ESA,ESA,Navigation,H-IIA,GEO,2876.0,False,7.18
MSN-0018873,Russia-MIL-2016-18873,2016-07-23,2016,3,7,Russia,ISS-Reshetnev,Military Reconnaissance,NURI,HEO,3555.3,True,5.27
MSN-0018874,India-MIL-1980-18874,1980-02-08,1980,1,2,India,ISRO,Military Reconnaissance,NURI,GEO,3230.9,True,8.2
MSN-0018875,USA-TEC-2000-18875,2000-07-02,2000,3,7,USA,SpaceX,Technology Demonstration,GSLV,LEO,1042.5,True,0.56
MSN-0018876,USA-WEA-2022-18876,2022-02-03,2022,1,2,USA,Rocket Lab,Weather,Long March 3,LEO,2038.4,True,3.91
MSN-0018877,France-WEA-2008-18877,2008-06-12,2008,2,6,France,Arianespace,Weather,Antares,SSO,422.7,True,0.78
MSN-0018878,Russia-WEA-2003-18878,2003-03-25,2003,1,3,Russia,Roscosmos,Weather,Long March 7,LEO,1299.8,True,2.67
MSN-0018879,Russia-COM-2024-18879,2024-03-20,2024,1,3,Russia,ISS-Reshetnev,Communications,Electron,LEO,6191.7,True,5.06
MSN-0018880,USA-NAV-2002-18880,2002-09-04,2002,3,9,USA,NASA,Navigation,Long March 5,Lunar,1682.8,True,1.23
MSN-0018881,China-NAV-2007-18881,2007-04-03,2007,2,4,China,GALACTIC ENERGY,Navigation,Soyuz,LEO,3100.2,True,2.01
MSN-0018882,USA-COM-1983-18882,1983-12-11,1983,4,12,USA,Northrop Grumman,Communications,H3,LEO,7815.4,True,19.26
MSN-0018883,Japan-TEC-2005-18883,2005-03-16,2005,1,3,Japan,JAXA,Technology Demonstration,Atlas V,GEO,555.2,True,0.31
MSN-0018884,Russia-COM-2018-18884,2018-05-18,2018,2,5,Russia,ISS-Reshetnev,Communications,GSLV,Heliocentric,5649.7,True,13.4
MSN-0018885,China-NAV-2024-18885,2024-01-10,2024,1,1,China,CASC,Navigation,H3,GEO,1505.1,True,1.03
MSN-0018886,China-SCI-1970-18886,1970-11-06,1970,4,11,China,CNSA,Science,Long March 2,LEO,2468.3,False,4.98
MSN-0018887,Russia-EAR-1987-18887,1987-09-16,1987,3,9,Russia,ISS-Reshetnev,Earth Observation,Long March 3,GEO,2231.4,True,4.68
MSN-0018888,ESA-SCI-2020-18888,2020-09-05,2020,3,9,ESA,ESA,Science,H-IIA,SSO,1874.4,True,2.31
MSN-0018889,ESA-SUP-2007-18889,2007-08-15,2007,3,8,ESA,ESA,Supply/Resupply,Ariane 5,GEO,8152.9,True,18.91
MSN-0018890,USA-EAR-1990-18890,1990-07-02,1990,3,7,USA,Northrop Grumman,Earth Observation,Vulcan Centaur,LEO,1383.5,True,1.92
MSN-0018891,ESA-COM-2003-18891,2003-01-17,2003,1,1,ESA,Arianespace,Communications,Shavit,LEO,4601.1,True,6.74
MSN-0018892,USA-MIL-2018-18892,2018-07-04,2018,3,7,USA,Boeing,Military Reconnaissance,Angara,LEO,2114.0,True,4.05
MSN-0018893,India-COM-1969-18893,1969-03-13,1969,1,3,India,ISRO,Communications,Proton-M,MEO,5737.4,False,9.12
MSN-0018894,Russia-COM-1977-18894,1977-02-03,1977,1,2,Russia,ISS-Reshetnev,Communications,Falcon Heavy,LEO,5858.2,True,16.47
MSN-0018895,USA-NAV-2010-18895,2010-11-07,2010,4,11,USA,SpaceX,Navigation,Proton-M,LEO,1210.5,True,3.12
MSN-0018896,USA-EAR-2020-18896,2020-09-17,2020,3,9,USA,Boeing,Earth Observation,Shavit,SSO,973.1,True,1.47
MSN-0018897,USA-MIL-2016-18897,2016-04-28,2016,2,4,USA,Rocket Lab,Military Reconnaissance,H3,GEO,5001.5,True,9.99
MSN-0018898,Russia-SCI-2019-18898,2019-11-08,2019,4,11,Russia,ISS-Reshetnev,Science,Antares,LEO,816.6,True,2.42
MSN-0018899,Russia-NAV-2004-18899,2004-08-07,2004,3,8,Russia,ISS-Reshetnev,Navigation,PSLV,LEO,3014.8,True,8.06
MSN-0018900,USA-EAR-2023-18900,2023-04-17,2023,2,4,USA,NASA,Earth Observation,Long March 2,GEO,2240.7,True,2.6
MSN-0018901,USA-EAR-1997-18901,1997-03-23,1997,1,3,USA,ULA,Earth Observation,Delta IV,LEO,1632.2,True,0.89
MSN-0018902,India-EAR-2014-18902,2014-04-11,2014,2,4,India,ISRO,Earth Observation,Ariane 6,LEO,1489.2,True,1.18
MSN-0018903,USA-WEA-2012-18903,2012-10-05,2012,4,10,USA,ULA,Weather,Antares,GEO,2248.2,True,6.09
MSN-0018904,France-SCI-2023-18904,2023-11-06,2023,4,11,France,Arianespace,Science,H3,LEO,1679.6,True,3.68
MSN-0018905,South Korea-COM-2000-18905,2000-10-10,2000,4,10,South Korea,KARI,Communications,Long March 2,LEO,3372.7,False,5.35
MSN-0018906,USA-NAV-2011-18906,2011-05-15,2011,2,5,USA,SpaceX,Navigation,NURI,LEO,113.9,True,0.1
MSN-0018907,Canada-EAR-2014-18907,2014-07-03,2014,3,7,Canada,CSA,Earth Observation,H3,LEO,1294.9,True,3.84
MSN-0018908,China-COM-2004-18908,2004-02-17,2004,1,2,China,GALACTIC ENERGY,Communications,Electron,LEO,8034.1,False,16.19
MSN-0018909,USA-SCI-1996-18909,1996-10-20,1996,4,10,USA,Northrop Grumman,Science,Ariane 5,LEO,277.0,False,0.39
MSN-0018910,USA-SCI-2019-18910,2019-02-08,2019,1,2,USA,ULA,Science,Ariane 6,LEO,1351.9,True,3.21
MSN-0018911,France-COM-2016-18911,2016-04-09,2016,2,4,France,CNES,Communications,Shavit,SSO,5641.5,True,9.95
MSN-0018912,India-EAR-1983-18912,1983-11-08,1983,4,11,India,ISRO,Earth Observation,Long March 3,LEO,1668.1,True,2.83
MSN-0018913,Russia-SCI-2006-18913,2006-05-15,2006,2,5,Russia,ISS-Reshetnev,Science,H3,LEO,2095.2,True,2.34
MSN-0018914,Russia-SCI-2004-18914,2004-02-08,2004,1,2,Russia,ISS-Reshetnev,Science,H-IIA,SSO,853.1,True,0.86
MSN-0018915,Russia-COM-2006-18915,2006-09-03,2006,3,9,Russia,ISS-Reshetnev,Communications,Falcon Heavy,LEO,5605.2,True,15.76
MSN-0018916,USA-MIL-2001-18916,2001-03-17,2001,1,3,USA,Rocket Lab,Military Reconnaissance,Ariane 6,LEO,6572.1,True,9.64
MSN-0018917,USA-EAR-1993-18917,1993-02-02,1993,1,2,USA,NASA,Earth Observation,H-IIA,LEO,2144.6,True,3.49
MSN-0018918,USA-SUP-1989-18918,1989-12-25,1989,4,12,USA,Rocket Lab,Supply/Resupply,Long March 5,GEO,6506.0,True,3.6
MSN-0018919,China-NAV-1989-18919,1989-12-12,1989,4,12,China,CNSA,Navigation,Long March 2,LEO,2635.1,True,2.57
MSN-0018920,Germany-MIL-1967-18920,1967-05-15,1967,2,5,Germany,DLR,Military Reconnaissance,Atlas V,GEO,3705.0,True,10.56
MSN-0018921,India-MIL-2010-18921,2010-10-13,2010,4,10,India,ISRO,Military Reconnaissance,Ariane 5,LEO,6206.8,True,4.04
MSN-0018922,India-TEC-2007-18922,2007-06-18,2007,2,6,India,ISRO,Technology Demonstration,Ariane 5,GEO,634.9,True,0.94
MSN-0018923,USA-COM-2016-18923,2016-06-17,2016,2,6,USA,NASA,Communications,Falcon Heavy,GEO,5930.7,True,5.32
MSN-0018924,Russia-EAR-1969-18924,1969-04-16,1969,2,4,Russia,ISS-Reshetnev,Earth Observation,Ariane 5,GEO,1300.8,True,2.89
MSN-0018925,India-COM-2006-18925,2006-12-01,2006,4,12,India,ISRO,Communications,Long March 3,LEO,5517.6,True,5.52
MSN-0018926,China-EAR-1965-18926,1965-11-22,1965,4,11,China,CASIC,Earth Observation,Atlas V,GEO,1430.0,False,3.45
MSN-0018927,USA-EAR-1984-18927,1984-12-27,1984,4,12,USA,ULA,Earth Observation,NURI,MEO,3209.4,True,5.58
MSN-0018928,France-EAR-2004-18928,2004-09-04,2004,3,9,France,CNES,Earth Observation,Angara,MEO,1904.5,True,4.52
MSN-0018929,Canada-MIL-2014-18929,2014-05-05,2014,2,5,Canada,CSA,Military Reconnaissance,PSLV,MEO,4513.7,True,9.21
MSN-0018930,Russia-EAR-2011-18930,2011-09-07,2011,3,9,Russia,ISS-Reshetnev,Earth Observation,Ariane 6,LEO,2890.5,True,4.72
MSN-0018931,Brazil-EAR-1998-18931,1998-01-21,1998,1,1,Brazil,AEB,Earth Observation,H-IIA,GEO,230.2,True,0.27
MSN-0018932,Germany-SCI-2021-18932,2021-07-27,2021,3,7,Germany,DLR,Science,Long March 7,LEO,2093.9,True,3.54
MSN-0018933,Russia-WEA-1992-18933,1992-08-22,1992,3,8,Russia,Roscosmos,Weather,Long March 3,LEO,887.3,True,1.54
MSN-0018934,China-EAR-1978-18934,1978-07-24,1978,3,7,China,CASC,Earth Observation,Shavit,LEO,1597.0,True,3.74
MSN-0018935,Japan-COM-2000-18935,2000-09-13,2000,3,9,Japan,MHI,Communications,Long March 5,LEO,6283.7,True,5.72
MSN-0018936,Japan-CRE-1993-18936,1993-02-07,1993,1,2,Japan,MHI,Crewed Mission,Long March 2,GEO,14453.6,False,35.74
MSN-0018937,Russia-DEE-1987-18937,1987-03-08,1987,1,3,Russia,ISS-Reshetnev,Deep Space,Atlas V,LEO,4519.9,True,4.55
MSN-0018938,Russia-NAV-2021-18938,2021-11-25,2021,4,11,Russia,Roscosmos,Navigation,H-IIA,GEO,1953.0,True,3.79
MSN-0018939,Other-NAV-2014-18939,2014-06-26,2014,2,6,Other,Unknown Agency,Navigation,Falcon Heavy,LEO,1401.3,True,3.61
MSN-0018940,USA-NAV-1998-18940,1998-11-01,1998,4,11,USA,SpaceX,Navigation,Atlas V,GEO,1617.4,True,2.37
MSN-0018941,USA-COM-2017-18941,2017-10-25,2017,4,10,USA,Boeing,Communications,Vulcan Centaur,LEO,2219.1,True,5.83
MSN-0018942,UK-NAV-2023-18942,2023-07-13,2023,3,7,UK,UKSA,Navigation,Falcon 9,LEO,1152.9,True,1.67
MSN-0018943,India-COM-2014-18943,2014-01-12,2014,1,1,India,ISRO,Communications,Atlas V,SSO,6348.6,True,14.76
MSN-0018944,Other-COM-2005-18944,2005-03-19,2005,1,3,Other,Unknown Agency,Communications,H3,GTO,4197.3,True,10.69
MSN-0018945,China-EAR-2019-18945,2019-11-18,2019,4,11,China,CNSA,Earth Observation,Ariane 6,LEO,1640.9,True,2.9
MSN-0018946,ESA-WEA-2016-18946,2016-05-14,2016,2,5,ESA,ESA,Weather,NURI,SSO,1434.3,True,1.37
MSN-0018947,China-EAR-1999-18947,1999-10-06,1999,4,10,China,CNSA,Earth Observation,Shavit,SSO,1125.3,True,1.22
MSN-0018948,USA-EAR-2022-18948,2022-01-14,2022,1,1,USA,Boeing,Earth Observation,H-IIA,GEO,1193.8,True,0.84
MSN-0018949,Russia-TEC-2009-18949,2009-08-17,2009,3,8,Russia,ISS-Reshetnev,Technology Demonstration,H3,GEO,680.5,True,1.79
MSN-0018950,USA-EAR-1998-18950,1998-03-06,1998,1,3,USA,ULA,Earth Observation,GSLV,SSO,1955.4,False,4.8
MSN-0018951,Japan-WEA-1962-18951,1962-06-07,1962,2,6,Japan,JAXA,Weather,Antares,SSO,1516.6,False,2.76
MSN-0018952,USA-SUP-2012-18952,2012-07-03,2012,3,7,USA,Boeing,Supply/Resupply,Antares,SSO,5358.7,True,15.45
MSN-0018953,USA-EAR-2018-18953,2018-02-02,2018,1,2,USA,SpaceX,Earth Observation,Long March 7,SSO,1582.4,True,1.99
MSN-0018954,China-TEC-2000-18954,2000-02-20,2000,1,2,China,GALACTIC ENERGY,Technology Demonstration,Proton-M,LEO,114.4,True,0.2
MSN-0018955,USA-COM-1998-18955,1998-06-03,1998,2,6,USA,ULA,Communications,NURI,GEO,3133.0,True,8.26
MSN-0018956,China-CRE-2013-18956,2013-03-25,2013,1,3,China,CNSA,Crewed Mission,PSLV,LEO,20127.8,True,53.78
MSN-0018957,USA-EAR-2009-18957,2009-08-27,2009,3,8,USA,NASA,Earth Observation,Atlas V,HEO,560.5,True,1.4
MSN-0018958,Russia-NAV-1988-18958,1988-06-11,1988,2,6,Russia,Roscosmos,Navigation,PSLV,MEO,2057.8,False,2.42
MSN-0018959,Russia-MIL-1979-18959,1979-07-09,1979,3,7,Russia,Roscosmos,Military Reconnaissance,Long March 5,LEO,4402.5,False,12.38
MSN-0018960,Germany-EAR-2016-18960,2016-06-18,2016,2,6,Germany,DLR,Earth Observation,PSLV,Heliocentric,1231.8,True,1.78
MSN-0018961,Russia-EAR-1970-18961,1970-01-15,1970,1,1,Russia,Roscosmos,Earth Observation,NURI,LEO,1400.7,True,3.55
MSN-0018962,Japan-COM-1983-18962,1983-10-11,1983,4,10,Japan,JAXA,Communications,Falcon Heavy,LEO,7223.9,True,15.41
MSN-0018963,ESA-TEC-2009-18963,2009-08-20,2009,3,8,ESA,ESA,Technology Demonstration,Ariane 5,GEO,323.0,True,0.87
MSN-0018964,Russia-EAR-2004-18964,2004-09-15,2004,3,9,Russia,Roscosmos,Earth Observation,Soyuz,LEO,1427.9,True,4.12
MSN-0018965,Russia-EAR-1974-18965,1974-09-09,1974,3,9,Russia,ISS-Reshetnev,Earth Observation,Long March 7,LEO,1126.1,True,2.62
MSN-0018966,USA-SUP-1993-18966,1993-07-16,1993,3,7,USA,NASA,Supply/Resupply,PSLV,GEO,6384.0,True,16.77
MSN-0018967,India-WEA-2011-18967,2011-01-21,2011,1,1,India,ISRO,Weather,Electron,GEO,1051.4,True,2.07
MSN-0018968,Russia-COM-2024-18968,2024-11-09,2024,4,11,Russia,Roscosmos,Communications,Long March 7,LEO,6453.9,True,11.55
MSN-0018969,China-SCI-2007-18969,2007-11-23,2007,4,11,China,GALACTIC ENERGY,Science,Atlas V,LEO,710.6,True,1.47
MSN-0018970,USA-SCI-1993-18970,1993-12-11,1993,4,12,USA,Rocket Lab,Science,Angara,LEO,2969.4,True,8.37
MSN-0018971,Russia-COM-2014-18971,2014-12-10,2014,4,12,Russia,ISS-Reshetnev,Communications,Proton-M,LEO,4620.7,True,11.57
MSN-0018972,Russia-TEC-1987-18972,1987-06-22,1987,2,6,Russia,ISS-Reshetnev,Technology Demonstration,GSLV,LEO,168.1,False,0.33
MSN-0018973,ESA-NAV-2018-18973,2018-05-10,2018,2,5,ESA,Arianespace,Navigation,Other,LEO,1766.1,True,1.78
MSN-0018974,France-COM-1990-18974,1990-05-28,1990,2,5,France,Arianespace,Communications,H-IIA,GEO,4227.3,True,10.83
MSN-0018975,Russia-SCI-2020-18975,2020-11-02,2020,4,11,Russia,ISS-Reshetnev,Science,Electron,LEO,2022.9,True,1.06
MSN-0018976,USA-MIL-1986-18976,1986-09-18,1986,3,9,USA,Northrop Grumman,Military Reconnaissance,GSLV,GEO,4375.7,True,12.33
MSN-0018977,China-EAR-2020-18977,2020-09-27,2020,3,9,China,CASC,Earth Observation,Falcon 9,LEO,2297.5,True,3.22
MSN-0018978,USA-EAR-2015-18978,2015-10-10,2015,4,10,USA,SpaceX,Earth Observation,Falcon 9,GEO,2157.6,True,5.47
MSN-0018979,USA-SCI-1973-18979,1973-04-09,1973,2,4,USA,Northrop Grumman,Science,NURI,LEO,1514.1,True,2.51
MSN-0018980,USA-WEA-1996-18980,1996-10-16,1996,4,10,USA,SpaceX,Weather,H-IIA,GEO,1097.5,True,0.89
MSN-0018981,ESA-EAR-1998-18981,1998-05-05,1998,2,5,ESA,Arianespace,Earth Observation,H-IIA,LEO,1314.6,True,3.89
MSN-0018982,USA-SCI-2017-18982,2017-08-02,2017,3,8,USA,Boeing,Science,Long March 2,MEO,3124.0,True,8.81
MSN-0018983,USA-NAV-2015-18983,2015-06-28,2015,2,6,USA,Rocket Lab,Navigation,Vulcan Centaur,MEO,1302.4,True,3.0
MSN-0018984,China-COM-2015-18984,2015-11-18,2015,4,11,China,CASIC,Communications,Shavit,LEO,4527.5,True,8.07
MSN-0018985,Russia-WEA-1988-18985,1988-09-11,1988,3,9,Russia,Roscosmos,Weather,Long March 3,GEO,1393.9,False,4.16
MSN-0018986,India-SCI-1973-18986,1973-05-01,1973,2,5,India,ISRO,Science,Ariane 5,LEO,2679.6,True,1.75
MSN-0018987,India-COM-2022-18987,2022-04-17,2022,2,4,India,ISRO,Communications,Atlas V,GEO,3371.1,True,4.23
MSN-0018988,China-WEA-1976-18988,1976-06-25,1976,2,6,China,CNSA,Weather,Atlas V,GEO,628.0,False,1.56
MSN-0018989,Other-COM-2010-18989,2010-12-11,2010,4,12,Other,Unknown Agency,Communications,Vulcan Centaur,GEO,5628.1,True,15.4
MSN-0018990,USA-MIL-1984-18990,1984-08-17,1984,3,8,USA,ULA,Military Reconnaissance,GSLV,Heliocentric,5909.2,True,15.08
MSN-0018991,India-EAR-2017-18991,2017-04-09,2017,2,4,India,ISRO,Earth Observation,Ariane 6,LEO,2495.9,True,6.62
MSN-0018992,USA-EAR-2012-18992,2012-03-20,2012,1,3,USA,Rocket Lab,Earth Observation,Delta IV,LEO,900.9,False,2.07
MSN-0018993,China-COM-1999-18993,1999-05-14,1999,2,5,China,GALACTIC ENERGY,Communications,Long March 2,LEO,7549.0,True,7.06
MSN-0018994,ESA-SCI-2014-18994,2014-10-18,2014,4,10,ESA,ESA,Science,Angara,MEO,1344.8,True,3.61
MSN-0018995,Other-EAR-2001-18995,2001-02-05,2001,1,2,Other,Unknown Agency,Earth Observation,Proton-M,LEO,1374.3,True,2.18
MSN-0018996,ESA-EAR-1989-18996,1989-05-04,1989,2,5,ESA,ESA,Earth Observation,Ariane 6,SSO,1686.1,True,2.05
MSN-0018997,ESA-COM-1960-18997,1960-12-15,1960,4,12,ESA,ESA,Communications,Other,SSO,5662.1,False,12.14
MSN-0018998,South Korea-CRE-1987-18998,1987-07-16,1987,3,7,South Korea,KARI,Crewed Mission,Vulcan Centaur,SSO,6270.6,True,3.96
MSN-0018999,Russia-SCI-2000-18999,2000-09-26,2000,3,9,Russia,Roscosmos,Science,Antares,LEO,2606.2,True,4.86
MSN-0019000,Russia-TEC-1994-19000,1994-07-27,1994,3,7,Russia,Roscosmos,Technology Demonstration,Atlas V,SSO,50.0,True,0.07
MSN-0019001,Russia-NAV-2003-19001,2003-11-14,2003,4,11,Russia,Roscosmos,Navigation,H-IIA,SSO,2794.6,True,3.97
MSN-0019002,USA-EAR-2020-19002,2020-02-28,2020,1,2,USA,Rocket Lab,Earth Observation,Vulcan Centaur,LEO,1129.2,True,3.29
MSN-0019003,Russia-NAV-2024-19003,2024-03-11,2024,1,3,Russia,ISS-Reshetnev,Navigation,Antares,LEO,1110.9,True,0.81
MSN-0019004,Russia-EAR-2018-19004,2018-06-11,2018,2,6,Russia,Roscosmos,Earth Observation,Long March 2,HEO,1812.6,True,3.31
MSN-0019005,ESA-COM-1990-19005,1990-03-17,1990,1,3,ESA,ESA,Communications,Falcon 9,MEO,681.8,False,1.09
MSN-0019006,USA-SCI-2017-19006,2017-02-25,2017,1,2,USA,NASA,Science,Shavit,MEO,594.6,True,0.57
MSN-0019007,Germany-TEC-2019-19007,2019-12-08,2019,4,12,Germany,DLR,Technology Demonstration,PSLV,GEO,884.5,True,2.5
MSN-0019008,China-TEC-2009-19008,2009-05-12,2009,2,5,China,GALACTIC ENERGY,Technology Demonstration,Delta IV,SSO,215.2,True,0.14
MSN-0019009,USA-TEC-2024-19009,2024-03-12,2024,1,3,USA,Northrop Grumman,Technology Demonstration,PSLV,HEO,497.3,False,1.43
MSN-0019010,USA-SCI-2002-19010,2002-05-22,2002,2,5,USA,SpaceX,Science,Proton-M,SSO,903.6,True,0.49
