record_id,mission_id,satellite_id,timestamp,country,mission_type,fuel_consumption_kg,energy_consumption_mwh,storage_usage_gb,bandwidth_usage_gbps,ground_station_hours,maintenance_hours,year
RES-0091853,MSN-0032832,SAT-0031088,1990-03-11,Russia,Technology Demonstration,158.69,28.27,3238.5,12.38,14.1,12.8,1990
RES-0091854,MSN-0008156,SAT-0007620,2019-11-18,ESA,Technology Demonstration,122.36,17.6,2397.3,7.53,30.2,32.5,2019
RES-0091855,MSN-0074298,SAT-0070196,2012-12-05,China,Earth Observation,80.18,17.03,7184.5,45.56,212.9,39.9,2012
RES-0091856,MSN-0032415,SAT-VIRT-29691,2004-09-25,Russia,Military Reconnaissance,980.1,101.87,2243.3,1.94,50.8,17.8,2004
RES-0091857,MSN-0088848,SAT-0083681,1996-02-13,China,Military Reconnaissance,1377.94,127.08,827.9,12.66,50.9,33.4,1996
RES-0091858,MSN-0076691,SAT-0072410,2007-04-24,Russia,Earth Observation,473.31,53.08,10499.7,7.19,54.1,22.4,2007
RES-0091859,MSN-0037691,SAT-0035692,1998-10-14,China,Earth Observation,364.4,41.91,9671.5,7.31,44.0,30.5,1998
RES-0091860,MSN-0023032,SAT-0021858,1991-02-03,USA,Navigation,220.23,14.79,3024.5,2.8,48.6,24.8,1991
RES-0091861,MSN-0048787,SAT-0046153,2022-06-12,USA,Communications,1033.26,49.44,1063.6,11.96,55.2,22.9,2022
RES-0091862,MSN-0027426,SAT-VIRT-95786,1997-08-08,UK,Science,488.01,58.5,4852.5,15.67,108.6,19.9,1997
RES-0091863,MSN-0087141,SAT-0082157,2024-04-25,UAE,Communications,223.98,44.34,1605.8,9.98,48.6,41.0,2024
RES-0091864,MSN-0084849,SAT-0079988,2024-02-02,China,Technology Demonstration,125.44,15.52,1169.1,2.37,22.6,22.3,2024
RES-0091865,MSN-0040515,SAT-VIRT-55873,1996-04-06,China,Earth Observation,144.65,28.84,9846.6,6.19,194.6,22.1,1996
RES-0091866,MSN-0062047,SAT-0058636,2003-08-14,USA,Earth Observation,20.38,10.17,7939.9,38.9,49.0,46.1,2003
RES-0091867,MSN-0089779,SAT-0084563,2011-07-21,China,Earth Observation,115.63,33.22,6837.2,10.44,58.2,4.9,2011
RES-0091868,MSN-0030677,SAT-VIRT-49114,1978-02-07,USA,Space Station,1932.47,125.26,1668.3,13.39,44.2,43.4,1978
RES-0091869,MSN-0006808,SAT-0006330,2008-12-05,China,Science,204.41,24.21,7083.1,16.96,182.2,35.4,2008
RES-0091870,MSN-0001830,SAT-VIRT-85248,1969-11-11,Japan,Deep Space,490.99,45.39,2211.2,6.95,56.0,13.4,1969
RES-0091871,MSN-0069659,SAT-0065738,1998-01-05,Israel,Communications,1108.77,56.6,3400.7,8.49,19.1,38.6,1998
RES-0091872,MSN-0068721,SAT-0064908,1995-05-26,USA,Weather,173.13,37.3,2325.4,15.19,129.4,39.3,1995
RES-0091873,MSN-0032474,SAT-0030726,2015-11-08,USA,Weather,261.01,39.6,1063.3,12.89,51.2,40.6,2015
RES-0091874,MSN-0021381,SAT-0020304,2019-12-11,Russia,Navigation,312.8,62.39,1443.1,3.99,58.1,25.7,2019
RES-0091875,MSN-0049781,SAT-0047110,2017-10-02,China,Communications,1211.94,97.32,3248.4,12.68,60.3,20.6,2017
RES-0091876,MSN-0089195,SAT-0083979,2024-01-18,Other,Communications,183.71,16.11,1867.5,12.63,60.2,46.4,2024
RES-0091877,MSN-0049624,SAT-0046953,2019-12-10,Germany,Weather,276.89,38.9,6397.5,21.43,29.5,12.3,2019
RES-0091878,MSN-0087827,SAT-0082764,2020-09-01,USA,Technology Demonstration,160.6,21.04,2512.3,3.54,41.4,18.9,2020
RES-0091879,MSN-0023884,SAT-0022618,1992-05-02,Israel,Technology Demonstration,77.06,17.42,2555.4,8.76,31.2,26.8,1992
RES-0091880,MSN-0003358,SAT-VIRT-09796,1986-02-12,UK,Navigation,419.22,75.54,2402.7,5.2,24.8,36.4,1986
RES-0091881,MSN-0081361,SAT-0076759,2015-10-19,UK,Earth Observation,153.6,36.1,6125.4,46.03,165.4,31.1,2015
RES-0091882,MSN-0059853,SAT-0056622,1996-10-28,USA,Communications,993.76,86.97,1841.6,7.5,36.4,42.4,1996
RES-0091883,MSN-0010470,SAT-0009898,2008-12-10,China,Communications,957.1,92.12,2125.8,8.05,51.2,17.2,2008
RES-0091884,MSN-0095281,SAT-0089740,1985-09-01,USA,Military Reconnaissance,1227.0,55.56,3354.2,1.9,41.2,12.1,1985
RES-0091885,MSN-0094363,SAT-0088886,1992-01-09,USA,Earth Observation,347.78,59.64,5907.8,5.23,152.2,46.1,1992
RES-0091886,MSN-0048673,SAT-0046043,2021-06-16,ESA,Technology Demonstration,118.06,41.49,3385.9,3.41,58.2,9.3,2021
RES-0091887,MSN-0054264,SAT-VIRT-47307,1984-08-28,India,Communications,842.38,73.76,2180.2,9.33,55.1,42.2,1984
RES-0091888,MSN-0070757,SAT-0066766,1994-03-06,USA,Earth Observation,112.6,40.62,3838.7,20.33,211.8,8.5,1994
RES-0091889,MSN-0042139,SAT-0040008,2016-08-02,USA,Earth Observation,319.09,43.48,2769.4,19.19,94.0,25.4,2016
RES-0091890,MSN-0042724,SAT-0040541,2002-08-27,USA,Science,168.48,17.07,7034.6,10.03,144.0,26.7,2002
RES-0091891,MSN-0037032,SAT-0035092,2015-06-12,Russia,Earth Observation,302.91,36.15,2642.4,4.88,175.4,34.2,2015
RES-0091892,MSN-0013270,SAT-0012655,1982-09-08,China,Science,294.59,42.02,5268.9,33.82,163.2,37.8,1982
RES-0091893,MSN-0070968,SAT-0066973,1978-03-13,USA,Science,263.61,59.17,5224.5,34.73,70.9,26.1,1978
RES-0091894,MSN-0025802,SAT-VIRT-92836,2023-02-03,USA,Supply/Resupply,2283.73,129.94,1146.3,10.0,56.7,31.0,2023
RES-0091895,MSN-0098118,SAT-0092419,2013-07-06,India,Communications,274.83,46.07,2165.4,0.98,44.2,26.1,2013
RES-0091896,MSN-0022432,SAT-0021293,2009-05-19,USA,Earth Observation,273.39,53.75,9913.1,7.0,170.0,16.5,2009
RES-0091897,MSN-0058583,SAT-VIRT-34411,1992-10-11,Canada,Crewed Mission,4062.65,155.32,3318.0,9.14,19.0,27.6,1992
RES-0091898,MSN-0097423,SAT-0091760,2021-09-05,UK,Technology Demonstration,76.64,32.29,2251.5,2.28,66.0,24.8,2021
RES-0091899,MSN-0046413,SAT-VIRT-27983,2003-08-25,Russia,Science,82.32,19.55,1879.9,15.61,131.0,14.7,2003
RES-0091900,MSN-0073603,SAT-0069548,2019-10-17,ESA,Technology Demonstration,202.73,46.65,2506.2,8.54,16.5,27.9,2019
RES-0091901,MSN-0050807,SAT-VIRT-13190,2010-09-27,Russia,Crewed Mission,2043.0,376.37,2623.1,14.64,50.4,16.2,2010
RES-0091902,MSN-0016630,SAT-0015893,1990-01-20,China,Earth Observation,454.1,74.1,10190.8,15.19,115.2,19.3,1990
RES-0091903,MSN-0093533,SAT-0088127,2022-01-09,India,Science,251.57,30.94,9219.0,27.98,212.2,9.0,2022
RES-0091904,MSN-0040674,SAT-0038538,2023-07-28,India,Earth Observation,79.43,17.06,12003.1,31.97,129.8,40.5,2023
RES-0091905,MSN-0067458,SAT-0063698,2016-05-18,USA,Weather,244.38,24.16,1334.2,10.56,87.0,33.9,2016
RES-0091906,MSN-0034196,SAT-0032359,2019-10-21,China,Technology Demonstration,131.38,16.25,3046.2,12.3,18.7,21.5,2019
RES-0091907,MSN-0096421,SAT-0090816,2008-03-13,USA,Communications,337.01,59.47,3140.8,2.9,23.1,4.8,2008
RES-0091908,MSN-0093754,SAT-0088314,2019-03-24,UK,Weather,52.11,12.12,4648.2,2.59,55.9,8.4,2019
RES-0091909,MSN-0007077,SAT-0006588,1982-06-08,USA,Earth Observation,104.34,34.03,7900.4,30.0,204.1,27.9,1982
RES-0091910,MSN-0061272,SAT-VIRT-92296,1986-01-07,USA,Earth Observation,404.71,53.31,4480.6,23.87,164.5,14.4,1986
RES-0091911,MSN-0069524,SAT-VIRT-85211,2005-11-14,UK,Communications,415.81,64.3,1678.5,6.62,54.7,7.0,2005
RES-0091912,MSN-0034204,SAT-VIRT-53883,2007-05-12,Russia,Deep Space,1046.11,44.1,1798.5,4.64,38.7,4.3,2007
RES-0091913,MSN-0061342,SAT-0057994,2007-01-06,Germany,Technology Demonstration,89.53,41.24,2373.9,2.04,32.5,28.8,2007
RES-0091914,MSN-0076902,SAT-VIRT-15011,2013-11-18,ESA,Supply/Resupply,1184.07,140.43,813.6,9.45,26.9,4.8,2013
RES-0091915,MSN-0055912,SAT-0052907,2000-10-21,USA,Earth Observation,305.19,48.57,3286.6,47.04,209.6,12.7,2000
RES-0091916,MSN-0052212,SAT-0049471,2001-08-03,USA,Navigation,686.53,64.02,2133.0,7.16,11.4,16.2,2001
RES-0091917,MSN-0050420,SAT-VIRT-95088,2004-06-06,USA,Supply/Resupply,1892.48,199.81,2724.8,13.35,36.4,21.6,2004
RES-0091918,MSN-0001881,SAT-0001787,2005-10-06,Russia,Communications,334.17,45.07,1868.4,5.72,14.1,4.6,2005
RES-0091919,MSN-0015932,SAT-VIRT-62922,2009-07-26,China,Crewed Mission,3163.26,352.64,3146.2,2.73,28.2,16.9,2009
RES-0091920,MSN-0086932,SAT-VIRT-72629,1983-12-13,Russia,Deep Space,535.35,45.05,3411.4,11.15,22.3,23.2,1983
RES-0091921,MSN-0048321,SAT-0045692,2023-10-21,India,Earth Observation,106.89,27.3,3962.9,14.27,205.7,47.4,2023
RES-0091922,MSN-0083685,SAT-0078932,2013-08-22,USA,Earth Observation,46.24,15.63,4248.5,11.11,136.7,45.6,2013
RES-0091923,MSN-0032301,SAT-0030564,2001-02-18,China,Communications,596.54,104.99,856.7,2.23,62.7,37.8,2001
RES-0091924,MSN-0054147,SAT-0051274,2007-03-21,Russia,Earth Observation,266.99,57.62,6286.9,50.19,188.6,40.4,2007
RES-0091925,MSN-0002773,SAT-0002605,2001-06-12,Russia,Military Reconnaissance,598.95,44.03,2662.9,1.13,61.4,17.7,2001
RES-0091926,MSN-0083483,SAT-0078744,1970-12-10,ESA,Technology Demonstration,121.4,35.12,3102.1,9.6,43.9,14.5,1970
RES-0091927,MSN-0027957,SAT-0026465,2023-01-27,USA,Weather,249.29,25.05,4470.6,24.65,77.2,41.5,2023
RES-0091928,MSN-0025958,SAT-0024569,2000-05-22,Russia,Technology Demonstration,28.95,26.03,628.6,10.35,27.6,32.4,2000
RES-0091929,MSN-0001108,SAT-0001033,2006-11-22,Russia,Weather,263.03,43.02,1425.6,27.91,63.1,9.6,2006
RES-0091930,MSN-0063429,SAT-0059974,2016-01-22,China,Earth Observation,227.09,21.79,8911.0,43.83,182.7,41.2,2016
RES-0091931,MSN-0068776,SAT-0064955,2015-04-16,ESA,Earth Observation,387.34,35.13,5255.7,46.21,81.4,23.4,2015
RES-0091932,MSN-0016085,SAT-0015357,2022-05-11,USA,Communications,578.44,91.47,1345.4,7.65,62.5,13.2,2022
RES-0091933,MSN-0069598,SAT-0065691,2007-09-02,Canada,Technology Demonstration,47.72,16.44,518.4,1.9,45.3,13.2,2007
RES-0091934,MSN-0071856,SAT-VIRT-57274,1998-12-08,Russia,Technology Demonstration,233.57,14.5,626.0,2.05,33.2,22.4,1998
RES-0091935,MSN-0016198,SAT-0015462,1992-05-05,USA,Earth Observation,236.41,38.55,3899.2,5.86,186.2,5.6,1992
RES-0091936,MSN-0010656,SAT-0010076,2016-02-21,Germany,Communications,1623.02,67.1,2740.5,12.08,58.6,8.1,2016
RES-0091937,MSN-0049571,SAT-0046900,1991-06-16,USA,Science,120.18,18.77,5685.0,21.03,106.5,5.7,1991
RES-0091938,MSN-0052617,SAT-0049866,1998-01-10,India,Communications,1056.81,82.29,3323.4,4.53,29.5,21.3,1998
RES-0091939,MSN-0080507,SAT-0075954,1973-03-17,USA,Navigation,333.14,31.81,1842.2,4.99,42.8,10.5,1973
RES-0091940,MSN-0063606,SAT-0060148,1996-10-09,UK,Earth Observation,260.94,26.73,7232.5,50.01,218.3,35.6,1996
RES-0091941,MSN-0030125,SAT-0028512,1969-02-10,Russia,Science,378.23,39.94,11268.4,14.25,29.6,37.2,1969
RES-0091942,MSN-0041515,SAT-0039362,2020-08-03,China,Earth Observation,255.23,53.9,9372.5,11.58,87.1,21.7,2020
RES-0091943,MSN-0024785,SAT-0023471,2014-11-01,Russia,Weather,113.69,28.58,1456.5,22.42,23.5,22.8,2014
RES-0091944,MSN-0066229,SAT-0062564,2012-05-05,ESA,Space Station,74.1,24.05,1251.7,6.02,9.3,27.2,2012
RES-0091945,MSN-0077231,SAT-0072915,1975-10-23,France,Navigation,599.17,31.45,2911.6,12.46,13.4,46.9,1975
RES-0091946,MSN-0017087,SAT-0016263,2008-12-02,ESA,Science,201.14,42.97,2472.1,6.05,185.8,11.4,2008
RES-0091947,MSN-0000004,SAT-0000003,2011-03-09,Russia,Military Reconnaissance,617.11,124.07,1915.0,5.85,24.4,23.4,2011
RES-0091948,MSN-0046032,SAT-0043632,1978-01-09,Russia,Earth Observation,151.79,19.38,3745.8,32.58,211.5,23.0,1978
RES-0091949,MSN-0078614,SAT-0074209,1980-07-18,China,Earth Observation,419.65,35.7,5119.2,33.02,37.0,30.0,1980
RES-0091950,MSN-0047004,SAT-0044468,2010-05-08,ESA,Earth Observation,279.85,38.53,11633.5,17.14,36.7,5.8,2010
RES-0091951,MSN-0016204,SAT-0015468,2017-09-17,Brazil,Technology Demonstration,146.12,38.56,1056.7,4.73,18.7,18.3,2017
RES-0091952,MSN-0023307,SAT-0022099,2011-07-28,France,Navigation,637.34,93.16,1171.2,4.47,22.0,28.8,2011
RES-0091953,MSN-0050001,SAT-VIRT-24176,2019-11-04,ESA,Crewed Mission,3059.81,141.99,3096.7,4.5,21.8,39.6,2019
RES-0091954,MSN-0070484,SAT-0066523,1993-01-14,China,Space Station,5894.23,242.26,3168.1,4.77,47.8,5.9,1993
RES-0091955,MSN-0003713,SAT-0003515,1976-11-19,USA,Weather,259.93,39.02,4571.4,8.65,97.5,35.7,1976
RES-0091956,MSN-0062823,SAT-VIRT-07403,2005-04-16,UK,Crewed Mission,4656.67,326.22,3105.3,6.27,41.4,13.3,2005
RES-0091957,MSN-0046098,SAT-0043687,2015-07-16,Russia,Communications,1137.63,60.51,876.2,8.98,10.5,24.3,2015
RES-0091958,MSN-0045615,SAT-0043213,2023-05-11,Japan,Communications,134.24,19.89,2482.4,8.74,41.3,23.8,2023
RES-0091959,MSN-0011736,SAT-VIRT-64855,2001-09-22,India,Crewed Mission,3023.7,95.14,2787.6,13.09,52.9,36.6,2001
RES-0091960,MSN-0013421,SAT-0012792,2017-09-04,USA,Science,602.34,46.85,6849.1,46.21,113.5,43.8,2017
RES-0091961,MSN-0011980,SAT-0011348,1981-09-26,Russia,Communications,826.66,93.12,1621.0,9.96,38.5,14.4,1981
RES-0091962,MSN-0040315,SAT-0038207,2000-09-05,China,Earth Observation,118.72,23.55,1900.3,47.02,190.6,27.7,2000
RES-0091963,MSN-0011720,SAT-0011093,1981-03-13,China,Science,215.17,38.71,12217.1,12.78,208.5,26.2,1981
RES-0091964,MSN-0078386,SAT-0073984,1995-08-18,USA,Communications,613.2,56.09,1950.4,11.92,58.2,9.1,1995
RES-0091965,MSN-0003218,SAT-0003005,2023-05-16,ESA,Weather,158.92,31.54,5201.3,7.92,19.7,13.6,2023
RES-0091966,MSN-0018303,SAT-0017356,2005-04-20,USA,Weather,70.35,22.82,3516.2,3.62,94.9,19.4,2005
RES-0091967,MSN-0021598,SAT-0020503,2007-04-12,Russia,Military Reconnaissance,339.44,19.85,1674.2,5.84,36.9,43.8,2007
RES-0091968,MSN-0045028,SAT-0042677,1982-09-23,Russia,Communications,1238.11,171.07,2222.1,8.44,13.3,33.1,1982
RES-0091969,MSN-0036580,SAT-VIRT-57795,1999-04-14,Japan,Deep Space,218.06,60.23,2718.3,2.41,63.5,44.0,1999
RES-0091970,MSN-0050915,SAT-0048168,2011-09-20,USA,Earth Observation,391.2,25.82,6712.9,48.69,32.2,24.2,2011
RES-0091971,MSN-0034287,SAT-0032442,2012-12-07,Japan,Weather,321.83,18.15,2563.9,19.44,95.7,41.0,2012
RES-0091972,MSN-0065705,SAT-0062051,2021-11-15,USA,Military Reconnaissance,713.86,123.11,2418.6,3.03,32.3,35.6,2021
RES-0091973,MSN-0082183,SAT-0077523,2013-12-14,China,Navigation,254.35,40.96,1655.4,2.51,60.0,9.5,2013
RES-0091974,MSN-0036950,SAT-0035013,2016-04-07,Russia,Communications,1245.63,133.11,2277.2,14.3,28.2,27.9,2016
RES-0091975,MSN-0052452,SAT-0049689,2002-06-14,France,Technology Demonstration,123.84,22.66,2533.7,13.55,56.9,13.9,2002
RES-0091976,MSN-0063216,SAT-0059729,1989-09-19,China,Earth Observation,300.77,22.42,11760.7,8.88,49.5,34.5,1989
RES-0091977,MSN-0072860,SAT-VIRT-01541,1969-09-12,Russia,Navigation,638.19,28.5,3311.3,13.58,11.5,46.2,1969
RES-0091978,MSN-0061693,SAT-0058326,2001-06-23,Israel,Technology Demonstration,205.36,29.96,3495.1,12.9,66.3,20.7,2001
RES-0091979,MSN-0047615,SAT-0045049,2018-04-19,Japan,Science,52.07,23.96,8800.3,32.31,107.3,15.8,2018
RES-0091980,MSN-0045596,SAT-0043196,2000-06-22,Canada,Weather,123.96,41.06,3585.2,15.64,44.8,25.1,2000
RES-0091981,MSN-0061476,SAT-0058106,2009-07-02,USA,Military Reconnaissance,191.4,41.18,2309.7,1.56,19.8,17.6,2009
RES-0091982,MSN-0049814,SAT-0047139,2023-12-06,China,Weather,165.1,30.11,4884.7,15.54,33.5,41.6,2023
RES-0091983,MSN-0084525,SAT-0079680,2003-06-08,ESA,Military Reconnaissance,657.53,58.28,2745.4,5.73,46.7,28.6,2003
RES-0091984,MSN-0067014,SAT-0063300,2012-06-19,China,Space Station,1500.62,204.52,3382.5,6.58,19.2,28.4,2012
RES-0091985,MSN-0020799,SAT-0019730,1984-07-15,USA,Technology Demonstration,145.47,31.47,716.6,7.09,13.4,10.1,1984
RES-0091986,MSN-0048288,SAT-0045663,2013-10-21,USA,Weather,219.56,35.68,6224.9,18.1,122.9,9.8,2013
RES-0091987,MSN-0037076,SAT-VIRT-19576,2013-02-25,USA,Crewed Mission,2317.33,267.49,2469.7,8.65,61.6,46.9,2013
RES-0091988,MSN-0008561,SAT-0008036,2016-01-05,Japan,Communications,814.15,59.94,1980.3,3.3,43.5,46.5,2016
RES-0091989,MSN-0080080,SAT-0075517,1993-09-07,Russia,Military Reconnaissance,485.27,49.67,2434.9,1.23,49.1,44.5,1993
RES-0091990,MSN-0003540,SAT-0003332,2002-02-05,China,Science,80.51,27.75,2775.6,35.97,212.9,32.9,2002
RES-0091991,MSN-0048933,SAT-VIRT-23720,2003-10-05,Russia,Science,411.92,28.57,4316.2,43.54,104.8,16.6,2003
RES-0091992,MSN-0056580,SAT-0053548,2011-07-20,China,Navigation,463.41,38.2,1164.3,4.64,12.8,24.5,2011
RES-0091993,MSN-0063573,SAT-0060120,1993-09-17,USA,Earth Observation,48.26,24.84,10577.6,42.68,64.7,30.3,1993
RES-0091994,MSN-0022219,SAT-0021111,2004-10-13,USA,Earth Observation,811.46,97.35,4781.9,9.89,43.9,31.8,2004
RES-0091995,MSN-0036849,SAT-VIRT-26440,2008-11-02,USA,Deep Space,686.06,110.35,2591.9,11.05,21.5,13.0,2008
RES-0091996,MSN-0046011,SAT-0043604,2004-01-01,Russia,Technology Demonstration,68.9,30.08,2584.4,11.09,24.4,32.8,2004
RES-0091997,MSN-0029370,SAT-VIRT-86046,2007-01-14,USA,Crewed Mission,2447.09,400.03,3465.1,12.2,65.7,45.8,2007
RES-0091998,MSN-0076660,SAT-VIRT-56515,1974-02-27,USA,Crewed Mission,2955.93,120.32,2466.9,12.49,34.7,28.0,1974
RES-0091999,MSN-0061408,SAT-0058045,1979-10-17,USA,Science,581.86,37.18,2333.4,8.73,73.1,38.0,1979
RES-0092000,MSN-0032672,SAT-0030929,1993-11-02,Russia,Science,141.12,20.22,2973.8,33.01,210.9,33.7,1993
RES-0092001,MSN-0001871,SAT-VIRT-15504,1973-07-18,China,Science,600.48,66.14,7626.3,5.25,136.2,9.1,1973
RES-0092002,MSN-0014861,SAT-0014113,2015-08-22,China,Military Reconnaissance,323.09,65.23,2067.2,2.03,55.9,25.9,2015
RES-0092003,MSN-0087992,SAT-0082913,2008-06-25,China,Technology Demonstration,173.93,25.64,1373.4,5.53,11.8,32.1,2008
RES-0092004,MSN-0072834,SAT-VIRT-62827,2018-04-26,USA,Supply/Resupply,693.75,137.34,3097.1,14.12,16.1,25.4,2018
RES-0092005,MSN-0058964,SAT-VIRT-01541,1982-09-03,USA,Crewed Mission,2091.34,168.29,1828.1,11.59,62.0,45.5,1982
RES-0092006,MSN-0083771,SAT-0079014,1980-12-25,UK,Navigation,470.63,52.16,2787.7,6.0,43.4,8.8,1980
RES-0092007,MSN-0072594,SAT-0068546,2021-01-22,China,Navigation,284.04,49.14,2011.3,14.31,27.1,13.2,2021
RES-0092008,MSN-0096774,SAT-0091151,2019-12-02,USA,Earth Observation,114.94,21.04,4138.7,29.89,192.7,12.5,2019
RES-0092009,MSN-0091061,SAT-VIRT-90837,2020-11-19,China,Navigation,565.28,57.85,584.6,12.84,39.6,47.2,2020
RES-0092010,MSN-0089586,SAT-0084378,2024-08-23,China,Earth Observation,371.86,45.9,9816.7,13.0,132.4,9.9,2024
RES-0092011,MSN-0086527,SAT-VIRT-98987,1976-11-04,Japan,Navigation,748.99,73.24,2759.0,11.72,38.1,5.2,1976
RES-0092012,MSN-0028219,SAT-VIRT-49523,1980-05-06,Russia,Supply/Resupply,1783.83,162.48,2800.8,9.1,54.3,28.2,1980
RES-0092013,MSN-0086981,SAT-VIRT-54332,1976-07-16,USA,Crewed Mission,795.9,95.39,3452.4,12.83,58.8,28.6,1976
RES-0092014,MSN-0083782,SAT-VIRT-93434,1987-05-21,USA,Science,334.23,82.43,8238.1,49.66,193.1,36.2,1987
RES-0092015,MSN-0057619,SAT-0054503,2018-03-15,Russia,Earth Observation,150.74,43.84,10885.4,24.74,182.4,13.1,2018
RES-0092016,MSN-0072408,SAT-VIRT-21565,1997-06-04,Russia,Navigation,243.09,28.07,1025.7,13.03,50.9,7.3,1997
RES-0092017,MSN-0092072,SAT-0086804,1976-09-16,UAE,Navigation,254.73,67.39,2764.5,2.74,27.6,36.0,1976
RES-0092018,MSN-0081760,SAT-VIRT-17883,1976-09-16,USA,Military Reconnaissance,253.2,58.8,1927.3,5.15,11.4,22.6,1976
RES-0092019,MSN-0056905,SAT-0053863,1997-07-05,China,Communications,324.4,76.04,2465.5,9.74,67.0,24.0,1997
RES-0092020,MSN-0058149,SAT-0055013,2017-03-18,ESA,Technology Demonstration,121.44,27.62,991.7,12.4,64.0,4.6,2017
RES-0092021,MSN-0043896,SAT-0041636,1993-05-11,USA,Communications,987.56,121.31,734.9,9.5,55.3,26.3,1993
RES-0092022,MSN-0055232,SAT-0052296,2006-09-22,Russia,Technology Demonstration,57.6,14.68,1572.9,11.35,34.1,38.3,2006
RES-0092023,MSN-0008562,SAT-0008041,1996-03-01,Russia,Science,425.09,17.98,7442.4,12.0,67.1,37.7,1996
RES-0092024,MSN-0039056,SAT-0037041,2011-07-16,USA,Communications,877.7,155.94,797.3,5.95,59.8,39.7,2011
RES-0092025,MSN-0090299,SAT-0085090,2001-12-26,China,Technology Demonstration,98.27,25.43,1462.1,8.21,33.9,8.7,2001
RES-0092026,MSN-0072309,SAT-0068268,2013-12-13,China,Earth Observation,247.47,50.69,5832.3,13.44,127.3,4.0,2013
RES-0092027,MSN-0034080,SAT-0032259,1966-03-19,China,Science,612.15,45.77,10728.1,46.16,55.1,9.0,1966
RES-0092028,MSN-0008981,SAT-0008458,1973-06-23,Russia,Communications,1854.98,120.82,1339.0,12.01,64.6,10.3,1973
RES-0092029,MSN-0075800,SAT-0071573,2005-10-10,China,Earth Observation,183.13,23.35,3056.6,46.28,192.9,4.8,2005
RES-0092030,MSN-0031277,SAT-0029581,1996-03-24,USA,Earth Observation,431.75,59.39,3532.5,4.39,42.3,16.7,1996
RES-0092031,MSN-0052941,SAT-0050176,2016-03-09,USA,Science,207.09,19.31,8634.9,43.89,141.5,36.9,2016
RES-0092032,MSN-0042379,SAT-0040233,2012-04-14,UAE,Navigation,350.31,22.5,2762.5,11.35,17.4,15.8,2012
RES-0092033,MSN-0047205,SAT-0044659,1982-07-26,South Korea,Earth Observation,198.0,45.17,8005.0,50.89,120.4,17.1,1982
RES-0092034,MSN-0031564,SAT-VIRT-67773,1981-02-11,USA,Supply/Resupply,1525.7,103.73,1830.1,4.63,35.3,44.1,1981
RES-0092035,MSN-0056264,SAT-0053228,1994-10-20,USA,Military Reconnaissance,552.83,56.99,2761.7,3.05,36.6,47.4,1994
RES-0092036,MSN-0078307,SAT-0073916,1989-09-13,UAE,Science,366.46,47.56,10268.6,32.82,34.7,36.5,1989
RES-0092037,MSN-0091393,SAT-VIRT-31041,2002-02-08,USA,Deep Space,1045.93,78.73,2579.8,9.72,33.0,43.7,2002
RES-0092038,MSN-0005420,SAT-0005089,1995-10-22,Russia,Communications,1911.23,106.46,2901.6,5.81,44.5,25.9,1995
RES-0092039,MSN-0063760,SAT-0060292,2004-03-14,Russia,Earth Observation,186.27,19.64,6879.8,29.53,151.4,13.3,2004
RES-0092040,MSN-0087674,SAT-0082628,2008-10-27,ESA,Earth Observation,49.76,30.95,11134.0,37.6,113.1,23.8,2008
RES-0092041,MSN-0000955,SAT-0000883,2020-07-20,Canada,Navigation,337.06,35.52,3285.8,7.65,62.1,47.5,2020
RES-0092042,MSN-0043303,SAT-0041088,1974-11-24,Russia,Science,266.05,31.14,2398.3,35.85,177.5,30.7,1974
RES-0092043,MSN-0029056,SAT-0027493,2022-08-21,ESA,Earth Observation,347.96,34.12,5129.9,43.49,96.2,7.8,2022
RES-0092044,MSN-0062201,SAT-0058782,1999-09-22,Japan,Earth Observation,403.48,70.38,3708.0,23.98,198.7,34.3,1999
RES-0092045,MSN-0015592,SAT-0014848,1983-02-15,Canada,Earth Observation,369.83,51.36,5709.3,41.85,200.7,44.4,1983
RES-0092046,MSN-0077815,SAT-0073448,1972-01-12,ESA,Weather,282.8,38.35,6830.4,6.53,40.8,13.4,1972
RES-0092047,MSN-0045154,SAT-0042796,2020-08-28,Japan,Navigation,293.17,27.01,996.4,3.91,31.4,20.8,2020
RES-0092048,MSN-0090119,SAT-VIRT-73218,2023-08-21,USA,Supply/Resupply,2105.66,145.71,1449.8,13.69,25.2,18.1,2023
RES-0092049,MSN-0082424,SAT-0077752,2017-03-09,USA,Science,321.74,60.27,9900.6,43.36,205.0,42.4,2017
RES-0092050,MSN-0071388,SAT-0067375,1990-12-06,USA,Earth Observation,235.19,29.15,4635.8,24.19,69.8,23.8,1990
RES-0092051,MSN-0074169,SAT-0070059,1998-12-18,China,Weather,159.22,22.75,6670.7,15.78,116.7,15.4,1998
RES-0092052,MSN-0062992,SAT-0059511,1981-07-21,USA,Earth Observation,482.34,43.42,3324.4,6.87,117.4,19.0,1981
RES-0092053,MSN-0055468,SAT-0052508,1992-12-11,France,Earth Observation,218.41,39.94,7061.0,41.64,71.2,16.0,1992
RES-0092054,MSN-0000437,SAT-0000422,2016-02-04,USA,Communications,2066.31,175.5,1928.3,13.22,14.6,35.5,2016
RES-0092055,MSN-0037242,SAT-0035302,2019-03-19,Russia,Science,170.08,31.44,6986.7,19.86,93.0,24.6,2019
